Gene_A	InteractionType	Gene_B	SOURCE
324	pp	8239	BHMRRS
324	pp	7204	BHMRRS
324	pp	81844	BHMRRS
324	pp	7175	BHMRRS
324	pp	9169	BHMRRS
324	pp	3856	BHMRRS
324	pp	9126	BHMRRS
324	pp	4651	BHMRRS
324	pp	64926	BHMRRS
324	pp	4628	BHMRRS
324	pp	6711	BHMRRS
324	pp	3914	BHMRRS
324	pp	55777	BHMRRS
324	pp	3909	BHMRRS
324	pp	6477	BHMRRS
324	pp	90678	BHMRRS
324	pp	64397	BHMRRS
324	pp	6125	BHMRRS
324	pp	4790	BHMRRS
324	pp	3866	BHMRRS
324	pp	3799	BHMRRS
324	pp	89795	BHMRRS
324	pp	4670	BHMRRS
324	pp	6721	BHMRRS
324	pp	9371	BHMRRS
324	pp	85444	BHMRRS
324	pp	4163	BHMRRS
324	pp	701	BHMRRS
324	pp	991	BHMRRS
324	pp	9987	BHMRRS
324	pp	6737	BHMRRS
324	pp	51061	BHMRRS
324	pp	55329	BHMRRS
324	pp	6872	BHMRRS
324	pp	84085	BHMRRS
324	pp	9972	BHMRRS
324	pp	57688	BHMRRS
324	pp	64753	BHMRRS
324	pp	89796	BHMRRS
324	pp	6275	BHMRRS
324	pp	9146	BHMRRS
324	pp	7531	BHMRRS
324	pp	9868	BHMRRS
324	pp	50649	BHMRRS
324	pp	7145	BHMRRS
324	pp	9939	BHMRRS
324	pp	7532	BHMRRS
324	pp	5063	BHMRRS
324	pp	8313	BHMRRS
324	pp	563	BHMRRS
324	pp	51078	BHMRRS
324	pp	5834	BHMRRS
324	pp	4646	BHMRRS
324	pp	8888	BHMRRS
324	pp	8473	BHMRRS
324	pp	56204	BHMRRS
324	pp	55729	BHMRRS
324	pp	8312	CORUM
324	pp	8997	BHMRRS
324	pp	4629	BHMRRS
324	pp	57584	BHMRRS
324	pp	7594	BHMRRS
324	pp	7171	BHMRRS
324	pp	5339	BHMRRS
324	pp	4780	BHMRRS
324	pp	9266	BHMRRS
324	pp	4703	BHMRRS
324	pp	4957	BHMRRS
324	pp	3937	BHMRRS
324	pp	87	BHMRRS
324	pp	6101	BHMRRS
324	pp	8603	BHMRRS
324	pp	84708	BHMRRS
324	pp	57719	BHMRRS
324	pp	4538	BHMRRS
324	pp	53371	BHMRRS
324	pp	720	BHMRRS
324	pp	6096	BHMRRS
324	pp	3852	BHMRRS
324	pp	8021	BHMRRS
324	pp	667	BHMRRS
324	pp	3860	BHMRRS
324	pp	9229	BHMRRS
324	pp	353116	BHMRRS
324	pp	3910	BHMRRS
324	pp	344148	BHMRRS
324	pp	699	BHMRRS
324	pp	9184	BHMRRS
324	pp	57650	BHMRRS
324	pp	55914	BHMRRS
324	pp	84816	BHMRRS
324	pp	84289	BHMRRS
324	pp	6712	BHMRRS
324	pp	3880	BHMRRS
324	pp	9818	BHMRRS
324	pp	3728	BHMRRS
324	pp	4928	BHMRRS
324	pp	65125	BHMRRS
324	pp	6232	BHMRRS
324	pp	9869	BHMRRS
324	pp	84220	BHMRRS
324	pp	57536	BHMRRS
324	pp	54477	BHMRRS
324	pp	5747	BHMRRS
324	pp	9883	BHMRRS
324	pp	5406	BHMRRS
324	pp	7128	BHMRRS
324	pp	476	BHMRRS
324	pp	3267	BHMRRS
324	pp	598	BHMRRS
324	pp	84952	BHMRRS
324	pp	4085	BHMRRS
324	pp	89797	BHMRRS
324	pp	50488	BHMRRS
324	pp	506	BHMRRS
324	pp	5707	BHMRRS
324	pp	80174	BHMRRS
324	pp	83759	BHMRRS
324	pp	8826	CORUM
324	pp	5903	BHMRRS
324	pp	3872	BHMRRS
324	pp	56992	BHMRRS
324	pp	6230	BHMRRS
324	pp	3851	BHMRRS
324	pp	8663	BHMRRS
324	pp	3861	BHMRRS
324	pp	3309	BHMRRS
324	pp	81	BHMRRS
324	pp	2885	BHMRRS
324	pp	22938	BHMRRS
324	pp	1387	BHMRRS
324	pp	23020	BHMRRS
324	pp	1487	BHMRRS
324	pp	10971	BHMRRS
324	pp	1981	BHMRRS
324	pp	22919	BHMRRS
324	pp	25839	BHMRRS
324	pp	3178	BHMRRS
324	pp	1742	BHMRRS
324	pp	2801	BHMRRS
324	pp	1495	BHMRRS
324	pp	10250	BHMRRS
324	pp	29109	BHMRRS
324	pp	22920	BHMRRS
324	pp	160	BHMRRS
324	pp	162699	BHMRRS
324	pp	3185	BHMRRS
324	pp	23499	BHMRRS
324	pp	163	BHMRRS
324	pp	2316	BHMRRS
324	pp	1499	CORUM
324	pp	23636	BHMRRS
324	pp	10574	BHMRRS
324	pp	162	BHMRRS
324	pp	11078	BHMRRS
324	pp	10048	BHMRRS
324	pp	25957	BHMRRS
324	pp	23369	BHMRRS
324	pp	23345	BHMRRS
324	pp	11127	BHMRRS
324	pp	2317	BHMRRS
324	pp	2904	BHMRRS
324	pp	10989	BHMRRS
324	pp	22859	BHMRRS
324	pp	10466	BHMRRS
324	pp	10142	BHMRRS
324	pp	2034	BHMRRS
324	pp	10657	BHMRRS
324	pp	11252	BHMRRS
324	pp	310	BHMRRS
324	pp	2101	BHMRRS
324	pp	25984	BHMRRS
324	pp	11259	BHMRRS
324	pp	115106	BHMRRS
324	pp	115677	BHMRRS
324	pp	29956	BHMRRS
324	pp	23368	BHMRRS
324	pp	22872	BHMRRS
324	pp	2901	BHMRRS
324	pp	10956	BHMRRS
324	pp	1153	BHMRRS
324	pp	11064	BHMRRS
324	pp	11097	BHMRRS
324	pp	283331	BHMRRS
324	pp	283820	BHMRRS
324	pp	140460	BHMRRS
324	pp	23224	BHMRRS
324	pp	23384	BHMRRS
324	pp	26058	BHMRRS
324	pp	154810	BHMRRS
324	pp	26057	BHMRRS
324	pp	22915	BHMRRS
324	pp	23086	BHMRRS
324	pp	23513	CORUM
324	pp	7283	CORUM
324	pp	7846	CORUM
324	pp	27175	CORUM
324	pp	84790	CORUM
324	pp	2932	CORUM
10912	pp	5796	BHMRRS
10912	pp	2661	BHMRRS
10912	pp	55692	BHMRRS
10912	pp	5467	BHMRRS
10912	pp	4616	BHMRRS
10912	pp	6256	BHMRRS
10912	pp	5764	BHMRRS
10912	pp	9842	BHMRRS
10912	pp	3172	BHMRRS
10912	pp	891	BHMRRS
10912	pp	90480	BHMRRS
10912	pp	5468	BHMRRS
10912	pp	146059	BHMRRS
10912	pp	5465	BHMRRS
10912	pp	3174	BHMRRS
10912	pp	440552	BHMRRS
10912	pp	4216	BHMRRS
10912	pp	983	BHMRRS
10912	pp	1915	BHMRRS
10912	pp	51588	BHMRRS
10912	pp	1647	BHMRRS
10912	pp	2099	BHMRRS
10912	pp	51631	BHMRRS
10912	pp	5111	BHMRRS
10912	pp	5914	BHMRRS
10912	pp	54107	BHMRRS
10912	pp	51003	BHMRRS
10912	pp	1937	BHMRRS
10912	pp	2073	BHMRRS
10912	pp	7257	BHMRRS
10912	pp	84060	BHMRRS
10912	pp	10813	BHMRRS
10912	pp	10524	BHMRRS
10912	pp	1026	BHMRRS
10912	pp	10069	BHMRRS
7046	pp	81847	BHMRRS
7046	pp	79183	BHMRRS
7046	pp	7273	BHMRRS
7046	pp	991	BHMRRS
7046	pp	9128	BHMRRS
7046	pp	7048	CORUM
7046	pp	80243	BHMRRS
7046	pp	9306	BHMRRS
7046	pp	9372	BHMRRS
7046	pp	8814	BHMRRS
7046	pp	8507	BHMRRS
7046	pp	9392	BHMRRS
7046	pp	857	BHMRRS
7046	pp	80349	BHMRRS
7046	pp	9043	BHMRRS
7046	pp	81788	BHMRRS
7046	pp	7265	BHMRRS
7046	pp	9482	BHMRRS
7046	pp	7314	BHMRRS
7046	pp	9027	BHMRRS
7046	pp	83942	BHMRRS
7046	pp	9943	BHMRRS
7046	pp	8935	BHMRRS
7046	pp	83871	BHMRRS
7046	pp	83988	BHMRRS
7046	pp	79674	BHMRRS
7046	pp	7049	BHMRRS
7046	pp	84197	BHMRRS
7046	pp	960	BHMRRS
7046	pp	7311	BHMRRS
7046	pp	8165	BHMRRS
7046	pp	79657	BHMRRS
7046	pp	90	BHMRRS
7046	pp	85015	BHMRRS
7046	pp	83452	BHMRRS
7046	pp	9212	BHMRRS
7046	pp	85415	BHMRRS
7046	pp	9459	BHMRRS
7046	pp	8312	CORUM
7046	pp	7138	BHMRRS
7046	pp	8878	BHMRRS
7046	pp	8065	BHMRRS
7046	pp	9070	BHMRRS
7046	pp	79023	BHMRRS
7046	pp	57381	BHMRRS
7046	pp	391	BHMRRS
7046	pp	58533	BHMRRS
7046	pp	10477	BHMRRS
7046	pp	55643	BHMRRS
7046	pp	4089	BHMRRS
7046	pp	1019	BHMRRS
7046	pp	10672	BHMRRS
7046	pp	57154	BHMRRS
7046	pp	5371	BHMRRS
7046	pp	7040	CORUM
7046	pp	11171	BHMRRS
7046	pp	3856	BHMRRS
7046	pp	387	BHMRRS
7046	pp	4087	BHMRRS
7046	pp	2783	BHMRRS
7046	pp	2280	BHMRRS
7046	pp	1459	BHMRRS
7046	pp	5295	BHMRRS
7046	pp	658	BHMRRS
7046	pp	51207	BHMRRS
7046	pp	5865	BHMRRS
7046	pp	29984	BHMRRS
7046	pp	2200	BHMRRS
7046	pp	5901	BHMRRS
7046	pp	331	BHMRRS
7046	pp	3551	BHMRRS
7046	pp	1021	BHMRRS
7046	pp	163	BHMRRS
7046	pp	51035	BHMRRS
7046	pp	5058	BHMRRS
7046	pp	10300	BHMRRS
7046	pp	1499	BHMRRS
7046	pp	4092	BHMRRS
7046	pp	10273	BHMRRS
7046	pp	6233	BHMRRS
7046	pp	28512	BHMRRS
7046	pp	162	BHMRRS
7046	pp	1191	BHMRRS
7046	pp	4088	CORUM
7046	pp	27102	BHMRRS
7046	pp	10537	BHMRRS
7046	pp	5218	BHMRRS
7046	pp	51285	BHMRRS
7046	pp	2339	BHMRRS
7046	pp	55622	BHMRRS
7046	pp	3241	BHMRRS
7046	pp	399	BHMRRS
7046	pp	112483	BHMRRS
7046	pp	1601	BHMRRS
7046	pp	10733	BHMRRS
7046	pp	3987	BHMRRS
7046	pp	23682	BHMRRS
7046	pp	7043	CORUM
7046	pp	53904	BHMRRS
7046	pp	284086	BHMRRS
7046	pp	10783	BHMRRS
7046	pp	379	BHMRRS
7046	pp	4950	BHMRRS
7046	pp	140901	BHMRRS
7046	pp	5911	BHMRRS
7046	pp	64750	BHMRRS
7046	pp	2784	BHMRRS
7046	pp	55339	BHMRRS
7046	pp	5296	BHMRRS
7046	pp	5872	BHMRRS
7046	pp	440275	BHMRRS
7046	pp	51433	BHMRRS
7046	pp	57111	BHMRRS
7046	pp	7042	BHMRRS
7046	pp	121268	BHMRRS
7046	pp	142891	BHMRRS
7046	pp	3702	BHMRRS
7046	pp	2022	BHMRRS
7046	pp	55843	BHMRRS
7046	pp	10287	BHMRRS
7046	pp	23551	BHMRRS
7046	pp	130497	BHMRRS
7046	pp	283629	BHMRRS
7046	pp	51232	BHMRRS
7046	pp	1123	BHMRRS
7046	pp	1124	BHMRRS
7046	pp	50855	CORUM
7046	pp	23413	BHMRRS
7046	pp	5533	BHMRRS
7046	pp	55120	BHMRRS
7046	pp	54212	BHMRRS
7046	pp	65264	BHMRRS
7046	pp	283212	BHMRRS
7046	pp	338567	BHMRRS
7046	pp	3208	BHMRRS
7046	pp	23580	BHMRRS
7046	pp	5284	BHMRRS
7046	pp	51560	BHMRRS
7046	pp	25853	BHMRRS
7046	pp	64743	BHMRRS
7046	pp	57626	BHMRRS
7046	pp	6048	BHMRRS
7046	pp	55030	BHMRRS
7046	pp	58473	BHMRRS
7046	pp	23604	BHMRRS
7046	pp	54850	BHMRRS
7046	pp	55207	BHMRRS
7046	pp	55819	BHMRRS
7046	pp	51657	BHMRRS
7046	pp	10113	BHMRRS
7046	pp	5341	BHMRRS
7046	pp	6242	BHMRRS
7046	pp	51776	BHMRRS
7046	pp	55111	BHMRRS
7046	pp	55075	BHMRRS
7046	pp	57513	BHMRRS
7046	pp	5537	BHMRRS
7046	pp	5128	BHMRRS
7046	pp	10692	BHMRRS
3172	pp	56259	BHMRRS
3172	pp	4723	BHMRRS
3172	pp	576	BHMRRS
3172	pp	55080	BHMRRS
3172	pp	7320	BHMRRS
3172	pp	3929	BHMRRS
3172	pp	4257	BHMRRS
3172	pp	8856	BHMRRS
3172	pp	85403	BHMRRS
3172	pp	54482	BHMRRS
3172	pp	8898	BHMRRS
3172	pp	740	BHMRRS
3172	pp	84376	BHMRRS
3172	pp	9254	BHMRRS
3172	pp	6885	BHMRRS
3172	pp	53918	BHMRRS
3172	pp	54558	BHMRRS
3172	pp	4905	BHMRRS
3172	pp	55916	BHMRRS
3172	pp	6118	BHMRRS
3172	pp	55536	BHMRRS
3172	pp	50	BHMRRS
3172	pp	79657	BHMRRS
3172	pp	64747	BHMRRS
3172	pp	3295	BHMRRS
3172	pp	7746	BHMRRS
3172	pp	51167	BHMRRS
3172	pp	51263	BHMRRS
3172	pp	55754	BHMRRS
3172	pp	4709	BHMRRS
3172	pp	9870	BHMRRS
3172	pp	54433	BHMRRS
3172	pp	84645	BHMRRS
3172	pp	84545	BHMRRS
3172	pp	51601	BHMRRS
3172	pp	7005	BHMRRS
3172	pp	51107	BHMRRS
3172	pp	4048	BHMRRS
3172	pp	9380	BHMRRS
3172	pp	3956	BHMRRS
3172	pp	90678	BHMRRS
3172	pp	57092	BHMRRS
3172	pp	84904	BHMRRS
3172	pp	7455	BHMRRS
3172	pp	8504	BHMRRS
3172	pp	55161	BHMRRS
3172	pp	3459	BHMRRS
3172	pp	8872	BHMRRS
3172	pp	912	BHMRRS
3172	pp	9113	BHMRRS
3172	pp	8218	BHMRRS
3172	pp	6257	BHMRRS
3172	pp	56339	BHMRRS
3172	pp	7257	BHMRRS
3172	pp	572	BHMRRS
3172	pp	8647	BHMRRS
3172	pp	57026	BHMRRS
3172	pp	9926	BHMRRS
3172	pp	4998	BHMRRS
3172	pp	9564	BHMRRS
3172	pp	51004	BHMRRS
3172	pp	64981	BHMRRS
3172	pp	79568	BHMRRS
3172	pp	65018	BHMRRS
3172	pp	55337	BHMRRS
3172	pp	79780	BHMRRS
3172	pp	58985	BHMRRS
3172	pp	51227	BHMRRS
3172	pp	55798	BHMRRS
3172	pp	79660	BHMRRS
3172	pp	54680	BHMRRS
3172	pp	51069	BHMRRS
3172	pp	9584	BHMRRS
3172	pp	468	BHMRRS
3172	pp	92595	BHMRRS
3172	pp	57140	BHMRRS
3172	pp	54555	BHMRRS
3172	pp	55734	BHMRRS
3172	pp	79172	BHMRRS
3172	pp	6882	BHMRRS
3172	pp	84317	BHMRRS
3172	pp	51348	BHMRRS
3172	pp	56942	BHMRRS
3172	pp	9869	BHMRRS
3172	pp	8260	BHMRRS
3172	pp	80344	BHMRRS
3172	pp	5460	BHMRRS
3172	pp	5985	BHMRRS
3172	pp	55079	BHMRRS
3172	pp	8859	BHMRRS
3172	pp	4522	BHMRRS
3172	pp	55365	BHMRRS
3172	pp	79042	BHMRRS
3172	pp	79089	BHMRRS
3172	pp	9533	BHMRRS
3172	pp	65082	BHMRRS
3172	pp	83856	BHMRRS
3172	pp	8813	BHMRRS
3172	pp	7756	BHMRRS
3172	pp	55017	BHMRRS
3172	pp	9725	BHMRRS
3172	pp	3827	BHMRRS
3172	pp	55006	BHMRRS
3172	pp	51054	BHMRRS
3172	pp	57001	BHMRRS
3172	pp	4724	BHMRRS
3172	pp	7416	BHMRRS
3172	pp	9276	BHMRRS
3172	pp	9733	BHMRRS
3172	pp	6136	BHMRRS
3172	pp	84134	BHMRRS
3172	pp	51282	BHMRRS
3172	pp	5105	BHMRRS
3172	pp	8773	BHMRRS
3172	pp	4547	BHMRRS
3172	pp	84693	BHMRRS
3172	pp	51611	BHMRRS
3172	pp	79139	BHMRRS
3172	pp	54813	BHMRRS
3172	pp	80069	BHMRRS
3172	pp	60625	BHMRRS
3172	pp	51649	BHMRRS
3172	pp	51734	BHMRRS
3172	pp	50486	BHMRRS
3172	pp	55764	BHMRRS
3172	pp	7066	BHMRRS
3172	pp	64816	BHMRRS
3172	pp	7768	BHMRRS
3172	pp	9557	BHMRRS
3172	pp	90933	BHMRRS
3172	pp	81887	BHMRRS
3172	pp	64963	BHMRRS
3172	pp	55319	BHMRRS
3172	pp	54938	BHMRRS
3172	pp	8501	BHMRRS
3172	pp	55670	BHMRRS
3172	pp	4089	BHMRRS
3172	pp	55589	BHMRRS
3172	pp	3985	BHMRRS
3172	pp	9197	BHMRRS
3172	pp	8887	BHMRRS
3172	pp	8407	BHMRRS
3172	pp	55353	BHMRRS
3172	pp	84934	BHMRRS
3172	pp	9619	BHMRRS
3172	pp	4207	BHMRRS
3172	pp	55322	BHMRRS
3172	pp	55738	BHMRRS
3172	pp	732	BHMRRS
3172	pp	79590	BHMRRS
3172	pp	3683	BHMRRS
3172	pp	857	BHMRRS
3172	pp	875	BHMRRS
3172	pp	80207	BHMRRS
3172	pp	79003	BHMRRS
3172	pp	6230	BHMRRS
3172	pp	55280	BHMRRS
3172	pp	55192	BHMRRS
3172	pp	80237	BHMRRS
3172	pp	57380	BHMRRS
3172	pp	5884	BHMRRS
3172	pp	55591	BHMRRS
3172	pp	900	BHMRRS
3172	pp	598	BHMRRS
3172	pp	79084	BHMRRS
3172	pp	8318	BHMRRS
3172	pp	8546	BHMRRS
3172	pp	6832	BHMRRS
3172	pp	54810	BHMRRS
3172	pp	84224	BHMRRS
3172	pp	79831	BHMRRS
3172	pp	6590	BHMRRS
3172	pp	5747	BHMRRS
3172	pp	8269	BHMRRS
3172	pp	5775	BHMRRS
3172	pp	4094	BHMRRS
3172	pp	4738	BHMRRS
3172	pp	5469	BHMRRS
3172	pp	4258	BHMRRS
3172	pp	84067	BHMRRS
3172	pp	51428	BHMRRS
3172	pp	84146	BHMRRS
3172	pp	5909	BHMRRS
3172	pp	4898	BHMRRS
3172	pp	9810	BHMRRS
3172	pp	9525	BHMRRS
3172	pp	4640	BHMRRS
3172	pp	6469	BHMRRS
3172	pp	54623	BHMRRS
3172	pp	9352	BHMRRS
3172	pp	5194	BHMRRS
3172	pp	56647	BHMRRS
3172	pp	8027	BHMRRS
3172	pp	90799	BHMRRS
3172	pp	8362	BHMRRS
3172	pp	6767	BHMRRS
3172	pp	84833	BHMRRS
3172	pp	4940	BHMRRS
3172	pp	5618	BHMRRS
3172	pp	5338	BHMRRS
3172	pp	64960	BHMRRS
3172	pp	56902	BHMRRS
3172	pp	84614	BHMRRS
3172	pp	6787	BHMRRS
3172	pp	53371	BHMRRS
3172	pp	7391	BHMRRS
3172	pp	9463	BHMRRS
3172	pp	84518	BHMRRS
3172	pp	94005	BHMRRS
3172	pp	55239	BHMRRS
3172	pp	5430	BHMRRS
3172	pp	51657	BHMRRS
3172	pp	64858	BHMRRS
3172	pp	8078	BHMRRS
3172	pp	51147	BHMRRS
3172	pp	7728	BHMRRS
3172	pp	56478	BHMRRS
3172	pp	83608	BHMRRS
3172	pp	55596	BHMRRS
3172	pp	6497	BHMRRS
3172	pp	4722	BHMRRS
3172	pp	6878	BHMRRS
3172	pp	89978	BHMRRS
3172	pp	81892	BHMRRS
3172	pp	54955	BHMRRS
3172	pp	83988	BHMRRS
3172	pp	51154	BHMRRS
3172	pp	9213	BHMRRS
3172	pp	4668	BHMRRS
3172	pp	51347	BHMRRS
3172	pp	7711	BHMRRS
3172	pp	9836	BHMRRS
3172	pp	83480	BHMRRS
3172	pp	51805	BHMRRS
3172	pp	8496	BHMRRS
3172	pp	64902	BHMRRS
3172	pp	7424	BHMRRS
3172	pp	866	BHMRRS
3172	pp	79081	BHMRRS
3172	pp	4281	BHMRRS
3172	pp	84910	BHMRRS
3172	pp	55163	BHMRRS
3172	pp	6634	BHMRRS
3172	pp	345	BHMRRS
3172	pp	54852	BHMRRS
3172	pp	6746	BHMRRS
3172	pp	3276	BHMRRS
3172	pp	3626	BHMRRS
3172	pp	9801	BHMRRS
3172	pp	83729	BHMRRS
3172	pp	4128	BHMRRS
3172	pp	6502	BHMRRS
3172	pp	51109	BHMRRS
3172	pp	55027	BHMRRS
3172	pp	5499	BHMRRS
3172	pp	5407	BHMRRS
3172	pp	5009	BHMRRS
3172	pp	6729	BHMRRS
3172	pp	5781	BHMRRS
3172	pp	55184	BHMRRS
3172	pp	5442	BHMRRS
3172	pp	6430	BHMRRS
3172	pp	37	BHMRRS
3172	pp	6829	BHMRRS
3172	pp	84167	BHMRRS
3172	pp	6319	BHMRRS
3172	pp	60386	BHMRRS
3172	pp	64793	BHMRRS
3172	pp	54927	BHMRRS
3172	pp	901	BHMRRS
3172	pp	978	BHMRRS
3172	pp	84240	BHMRRS
3172	pp	990	BHMRRS
3172	pp	57194	BHMRRS
3172	pp	59	BHMRRS
3172	pp	84816	BHMRRS
3172	pp	56683	BHMRRS
3172	pp	79768	BHMRRS
3172	pp	4088	BHMRRS
3172	pp	51070	BHMRRS
3172	pp	51019	BHMRRS
3172	pp	50940	BHMRRS
3172	pp	5130	BHMRRS
3172	pp	604	BHMRRS
3172	pp	51102	BHMRRS
3172	pp	6554	BHMRRS
3172	pp	4616	BHMRRS
3172	pp	92014	BHMRRS
3172	pp	57050	BHMRRS
3172	pp	8409	BHMRRS
3172	pp	84919	BHMRRS
3172	pp	5783	BHMRRS
3172	pp	9518	BHMRRS
3172	pp	4295	BHMRRS
3172	pp	5267	BHMRRS
3172	pp	79070	BHMRRS
3172	pp	8697	BHMRRS
3172	pp	4931	BHMRRS
3172	pp	7094	BHMRRS
3172	pp	7417	BHMRRS
3172	pp	64321	BHMRRS
3172	pp	51142	BHMRRS
3172	pp	3725	BHMRRS
3172	pp	7184	BHMRRS
3172	pp	5509	BHMRRS
3172	pp	9611	BHMRRS
3172	pp	3183	BHMRRS
3172	pp	5631	BHMRRS
3172	pp	84294	BHMRRS
3172	pp	79228	BHMRRS
3172	pp	8446	BHMRRS
3172	pp	9409	BHMRRS
3172	pp	9670	BHMRRS
3172	pp	355	BHMRRS
3172	pp	3709	BHMRRS
3172	pp	83732	BHMRRS
3172	pp	55937	BHMRRS
3172	pp	53822	BHMRRS
3172	pp	9550	BHMRRS
3172	pp	5968	BHMRRS
3172	pp	57107	BHMRRS
3172	pp	968	BHMRRS
3172	pp	54939	BHMRRS
3172	pp	55245	BHMRRS
3172	pp	89122	BHMRRS
3172	pp	9443	BHMRRS
3172	pp	8527	BHMRRS
3172	pp	5238	BHMRRS
3172	pp	55572	BHMRRS
3172	pp	9040	BHMRRS
3172	pp	6171	BHMRRS
3172	pp	55744	BHMRRS
3172	pp	55661	BHMRRS
3172	pp	9572	BHMRRS
3172	pp	55089	BHMRRS
3172	pp	5565	BHMRRS
3172	pp	5476	BHMRRS
3172	pp	51367	BHMRRS
3172	pp	3600	BHMRRS
3172	pp	3781	BHMRRS
3172	pp	5193	BHMRRS
3172	pp	6036	BHMRRS
3172	pp	7334	BHMRRS
3172	pp	8242	BHMRRS
3172	pp	84266	BHMRRS
3172	pp	51496	BHMRRS
3172	pp	6288	BHMRRS
3172	pp	54969	BHMRRS
3172	pp	8464	BHMRRS
3172	pp	79090	BHMRRS
3172	pp	65982	BHMRRS
3172	pp	84765	BHMRRS
3172	pp	64850	BHMRRS
3172	pp	8724	BHMRRS
3172	pp	64147	BHMRRS
3172	pp	8315	BHMRRS
3172	pp	51406	BHMRRS
3172	pp	84872	BHMRRS
3172	pp	9589	BHMRRS
3172	pp	7390	BHMRRS
3172	pp	85235	BHMRRS
3172	pp	83641	BHMRRS
3172	pp	55286	BHMRRS
3172	pp	8896	BHMRRS
3172	pp	51514	BHMRRS
3172	pp	4524	BHMRRS
3172	pp	4595	BHMRRS
3172	pp	7922	BHMRRS
3172	pp	54386	BHMRRS
3172	pp	648	BHMRRS
3172	pp	54556	BHMRRS
3172	pp	89857	BHMRRS
3172	pp	53	BHMRRS
3172	pp	7157	BHMRRS
3172	pp	94101	BHMRRS
3172	pp	8493	BHMRRS
3172	pp	9252	BHMRRS
3172	pp	5933	BHMRRS
3172	pp	6734	BHMRRS
3172	pp	84936	BHMRRS
3172	pp	79611	BHMRRS
3172	pp	57486	BHMRRS
3172	pp	60412	BHMRRS
3172	pp	54851	BHMRRS
3172	pp	3178	BHMRRS
3172	pp	55718	BHMRRS
3172	pp	51096	BHMRRS
3172	pp	9128	BHMRRS
3172	pp	344	BHMRRS
3172	pp	7072	BHMRRS
3172	pp	4502	BHMRRS
3172	pp	60558	BHMRRS
3172	pp	65080	BHMRRS
3172	pp	57679	BHMRRS
3172	pp	9439	BHMRRS
3172	pp	55341	BHMRRS
3172	pp	91689	BHMRRS
3172	pp	84749	BHMRRS
3172	pp	9530	BHMRRS
3172	pp	51382	BHMRRS
3172	pp	8431	BHMRRS
3172	pp	7296	BHMRRS
3172	pp	58472	BHMRRS
3172	pp	4189	BHMRRS
3172	pp	84964	BHMRRS
3172	pp	8453	BHMRRS
3172	pp	6388	BHMRRS
3172	pp	6819	BHMRRS
3172	pp	47	BHMRRS
3172	pp	7917	BHMRRS
3172	pp	3619	BHMRRS
3172	pp	80279	BHMRRS
3172	pp	79872	BHMRRS
3172	pp	6360	BHMRRS
3172	pp	8189	BHMRRS
3172	pp	79188	BHMRRS
3172	pp	84263	BHMRRS
3172	pp	6897	BHMRRS
3172	pp	3664	BHMRRS
3172	pp	6943	BHMRRS
3172	pp	7355	BHMRRS
3172	pp	84100	BHMRRS
3172	pp	89953	BHMRRS
3172	pp	6293	BHMRRS
3172	pp	84725	BHMRRS
3172	pp	84326	BHMRRS
3172	pp	5858	BHMRRS
3172	pp	56413	BHMRRS
3172	pp	5714	BHMRRS
3172	pp	5682	BHMRRS
3172	pp	318	BHMRRS
3172	pp	55145	BHMRRS
3172	pp	9343	BHMRRS
3172	pp	64983	BHMRRS
3172	pp	7879	BHMRRS
3172	pp	79915	BHMRRS
3172	pp	51016	BHMRRS
3172	pp	84268	BHMRRS
3172	pp	54516	BHMRRS
3172	pp	54873	BHMRRS
3172	pp	64422	BHMRRS
3172	pp	4041	BHMRRS
3172	pp	7008	BHMRRS
3172	pp	8471	BHMRRS
3172	pp	84319	BHMRRS
3172	pp	9446	BHMRRS
3172	pp	3572	BHMRRS
3172	pp	6754	BHMRRS
3172	pp	55131	BHMRRS
3172	pp	3336	BHMRRS
3172	pp	6730	BHMRRS
3172	pp	5110	BHMRRS
3172	pp	7251	BHMRRS
3172	pp	7448	BHMRRS
3172	pp	55139	BHMRRS
3172	pp	7174	BHMRRS
3172	pp	84172	BHMRRS
3172	pp	55855	BHMRRS
3172	pp	6747	BHMRRS
3172	pp	7388	BHMRRS
3172	pp	5976	BHMRRS
3172	pp	84993	BHMRRS
3172	pp	79922	BHMRRS
3172	pp	84675	BHMRRS
3172	pp	58490	BHMRRS
3172	pp	5707	BHMRRS
3172	pp	710	BHMRRS
3172	pp	8370	BHMRRS
3172	pp	80776	BHMRRS
3172	pp	51385	BHMRRS
3172	pp	6317	BHMRRS
3172	pp	55014	BHMRRS
3172	pp	6610	BHMRRS
3172	pp	64216	BHMRRS
3172	pp	9373	BHMRRS
3172	pp	79803	BHMRRS
3172	pp	9168	BHMRRS
3172	pp	79048	BHMRRS
3172	pp	57826	BHMRRS
3172	pp	51501	BHMRRS
3172	pp	8372	BHMRRS
3172	pp	8310	BHMRRS
3172	pp	64783	BHMRRS
3172	pp	3590	BHMRRS
3172	pp	51265	BHMRRS
3172	pp	55039	BHMRRS
3172	pp	79676	BHMRRS
3172	pp	36	BHMRRS
3172	pp	5184	BHMRRS
3172	pp	9891	BHMRRS
3172	pp	6633	BHMRRS
3172	pp	54797	BHMRRS
3172	pp	8681	BHMRRS
3172	pp	6391	BHMRRS
3172	pp	4215	BHMRRS
3172	pp	8556	BHMRRS
3172	pp	5378	BHMRRS
3172	pp	64745	BHMRRS
