Gene_A	InteractionType	Gene_B	SOURCE
10001	pp	9441	CORUM
10001	pp	9442	CORUM
10001	pp	9443	CORUM
10001	pp	9477	CORUM
10001	pp	23097	CORUM
10001	pp	23389	CORUM
10001	pp	51586	CORUM
10001	pp	54797	CORUM
10001	pp	90390	CORUM
10001	pp	400569	CORUM
10001	pp	27034	CORUM
4161	pp	434	BHMRRS
4161	pp	5443	BHMRRS
6655	pp	9402	BHMRRS
6655	pp	84705	BHMRRS
6655	pp	2889	BHMRRS
6655	pp	10640	BHMRRS
6655	pp	6654	BHMRRS
6655	pp	6565	BHMRRS
6655	pp	158	BHMRRS
6655	pp	6564	BHMRRS
23345	pp	4000	BHMRRS
23345	pp	823	BHMRRS
23345	pp	998	BHMRRS
23345	pp	4593	BHMRRS
81932	pp	51582	BHMRRS
81932	pp	113451	BHMRRS
81932	pp	4953	BHMRRS
81932	pp	189	BHMRRS
2268	pp	7375	BHMRRS
2268	pp	5329	BHMRRS
2268	pp	867	BHMRRS
2268	pp	408	BHMRRS
2268	pp	8976	BHMRRS
2268	pp	2517	BHMRRS
2268	pp	6504	BHMRRS
2268	pp	934	BHMRRS
2268	pp	1601	BHMRRS
10207	pp	3772	BHMRRS
10207	pp	9311	BHMRRS
10207	pp	2905	BHMRRS
10207	pp	2904	BHMRRS
10207	pp	2906	BHMRRS
10207	pp	3766	BHMRRS
10207	pp	9076	BHMRRS
10207	pp	57555	BHMRRS
10207	pp	8886	BHMRRS
10207	pp	9379	BHMRRS
10207	pp	23418	CORUM
10207	pp	64398	CORUM
10207	pp	829	CORUM
10207	pp	832	CORUM
10207	pp	23607	CORUM
10207	pp	55114	CORUM
10207	pp	154796	CORUM
10207	pp	51421	CORUM
10207	pp	143098	CORUM
10207	pp	154810	CORUM
23090	pp	1879	BHMRRS
6678	pp	7052	BHMRRS
6678	pp	94005	BHMRRS
6678	pp	1277	BHMRRS
6678	pp	6383	BHMRRS
6678	pp	10802	BHMRRS
6678	pp	1305	BHMRRS
6678	pp	5154	BHMRRS
915	pp	925	BHMRRS
915	pp	916	BHMRRS
915	pp	917	BHMRRS
915	pp	926	BHMRRS
915	pp	821	BHMRRS
915	pp	3145	BHMRRS
6546	pp	859	BHMRRS
6546	pp	6710	BHMRRS
6546	pp	9472	BHMRRS
6546	pp	6709	BHMRRS
6546	pp	287	BHMRRS
266743	pp	406	BHMRRS
266743	pp	405	BHMRRS
266743	pp	9915	BHMRRS
7818	pp	8772	BHMRRS
7818	pp	3091	BHMRRS
7818	pp	6183	CORUM
7818	pp	10240	CORUM
7818	pp	10884	CORUM
7818	pp	28957	CORUM
7818	pp	28973	CORUM
7818	pp	51021	CORUM
7818	pp	51023	CORUM
7818	pp	51081	CORUM
7818	pp	51116	CORUM
7818	pp	51373	CORUM
7818	pp	51649	CORUM
7818	pp	51650	CORUM
7818	pp	54460	CORUM
7818	pp	55168	CORUM
7818	pp	55173	CORUM
7818	pp	56945	CORUM
7818	pp	60488	CORUM
7818	pp	63931	CORUM
7818	pp	64432	CORUM
7818	pp	64949	CORUM
7818	pp	64951	CORUM
7818	pp	64960	CORUM
7818	pp	64963	CORUM
7818	pp	64965	CORUM
7818	pp	64968	CORUM
7818	pp	64969	CORUM
7818	pp	65993	CORUM
7818	pp	92259	CORUM
7818	pp	740	CORUM
7818	pp	6150	CORUM
7818	pp	6182	CORUM
7818	pp	9553	CORUM
7818	pp	9801	CORUM
7818	pp	10573	CORUM
7818	pp	11222	CORUM
7818	pp	26589	CORUM
7818	pp	28977	CORUM
7818	pp	28998	CORUM
7818	pp	29074	CORUM
7818	pp	29088	CORUM
7818	pp	29093	CORUM
7818	pp	51073	CORUM
7818	pp	51253	CORUM
7818	pp	51258	CORUM
7818	pp	51263	CORUM
7818	pp	51264	CORUM
7818	pp	51318	CORUM
7818	pp	51642	CORUM
7818	pp	54148	CORUM
7818	pp	54534	CORUM
7818	pp	54948	CORUM
7818	pp	55052	CORUM
7818	pp	57129	CORUM
7818	pp	63875	CORUM
7818	pp	64928	CORUM
7818	pp	64975	CORUM
7818	pp	64976	CORUM
7818	pp	64979	CORUM
7818	pp	64981	CORUM
7818	pp	64983	CORUM
7818	pp	65003	CORUM
7818	pp	65005	CORUM
7818	pp	65008	CORUM
7818	pp	65080	CORUM
7818	pp	79590	CORUM
7818	pp	84311	CORUM
7818	pp	84545	CORUM
7818	pp	114294	CORUM
7818	pp	116540	CORUM
7818	pp	116541	CORUM
7818	pp	122704	CORUM
7818	pp	124995	CORUM
7818	pp	128308	CORUM
7818	pp	219927	CORUM
51206	pp	2207	BHMRRS
3419	pp	3421	BHMRRS
3419	pp	51096	BHMRRS
3419	pp	3420	BHMRRS
3419	pp	9945	BHMRRS
4281	pp	11043	BHMRRS
4281	pp	3476	BHMRRS
11213	pp	7189	BHMRRS
11213	pp	4615	BHMRRS
6879	pp	7528	BHMRRS
6879	pp	8573	BHMRRS
6879	pp	8148	CORUM
6879	pp	8805	BHMRRS
6879	pp	6872	CORUM
6879	pp	2118	BHMRRS
6879	pp	1489	BHMRRS
6879	pp	6565	BHMRRS
6879	pp	6564	BHMRRS
6879	pp	2648	CORUM
6879	pp	6314	CORUM
6879	pp	6873	CORUM
6879	pp	6874	CORUM
6879	pp	6877	CORUM
6879	pp	6881	CORUM
6879	pp	8295	CORUM
6879	pp	27097	CORUM
6879	pp	6882	CORUM
6879	pp	6884	CORUM
6879	pp	6908	CORUM
6879	pp	6875	CORUM
6879	pp	83860	CORUM
2005	pp	5600	BHMRRS
2005	pp	6722	BHMRRS
2005	pp	2004	BHMRRS
1815	pp	54102	BHMRRS
1815	pp	2554	BHMRRS
1815	pp	1816	BHMRRS
1815	pp	3765	BHMRRS
1815	pp	1813	BHMRRS
1815	pp	1814	BHMRRS
55504	pp	8995	BHMRRS
55504	pp	7189	BHMRRS
55504	pp	9966	BHMRRS
55504	pp	65078	CORUM
55504	pp	84894	CORUM
2006	pp	6690	BHMRRS
2006	pp	4237	BHMRRS
2006	pp	2219	BHMRRS
2006	pp	4015	BHMRRS
2006	pp	2201	BHMRRS
2006	pp	2192	BHMRRS
2006	pp	60681	BHMRRS
2006	pp	22795	BHMRRS
2006	pp	3958	BHMRRS
2006	pp	4069	BHMRRS
2006	pp	1634	BHMRRS
57590	pp	6252	BHMRRS
57590	pp	7163	BHMRRS
57590	pp	7165	BHMRRS
57590	pp	79772	BHMRRS
57590	pp	7905	BHMRRS
57590	pp	7164	BHMRRS
57590	pp	92840	BHMRRS
57590	pp	6642	BHMRRS
57590	pp	253558	BHMRRS
57590	pp	10550	BHMRRS
57590	pp	55784	BHMRRS
1477	pp	9343	BHMRRS
1477	pp	8175	BHMRRS
1477	pp	53981	CORUM
1477	pp	9785	BHMRRS
1477	pp	7307	BHMRRS
1477	pp	6626	BHMRRS
1477	pp	8189	CORUM
1477	pp	51585	BHMRRS
1477	pp	6629	BHMRRS
1477	pp	5725	BHMRRS
1477	pp	9128	BHMRRS
1477	pp	1479	CORUM
1477	pp	284451	BHMRRS
1477	pp	6430	BHMRRS
1477	pp	8683	BHMRRS
1477	pp	113746	BHMRRS
430	pp	808	BHMRRS
430	pp	801	BHMRRS
3848	pp	794	BHMRRS
3848	pp	4153	BHMRRS
3848	pp	2125	BHMRRS
10096	pp	999	BHMRRS
10096	pp	23452	BHMRRS
10096	pp	81873	BHMRRS
10096	pp	55860	BHMRRS
10096	pp	10097	CORUM
10096	pp	8976	BHMRRS
10096	pp	8936	BHMRRS
10096	pp	87171	BHMRRS
10096	pp	7750	BHMRRS
10096	pp	9203	BHMRRS
10096	pp	10810	BHMRRS
10096	pp	9202	BHMRRS
10096	pp	10552	BHMRRS
10096	pp	10109	CORUM
10096	pp	83548	BHMRRS
10096	pp	10163	BHMRRS
10096	pp	998	BHMRRS
10096	pp	71	BHMRRS
10096	pp	2017	BHMRRS
10096	pp	9204	BHMRRS
10096	pp	10095	CORUM
8161	pp	9221	BHMRRS
8161	pp	8208	BHMRRS
8161	pp	8874	BHMRRS
8161	pp	898	BHMRRS
8161	pp	7520	BHMRRS
8161	pp	3553	BHMRRS
8161	pp	7133	BHMRRS
8161	pp	56899	BHMRRS
8161	pp	92609	CORUM
10301	pp	10383	BHMRRS
10301	pp	55324	BHMRRS
10301	pp	197131	BHMRRS
10301	pp	6470	BHMRRS
10301	pp	9869	BHMRRS
10301	pp	60492	BHMRRS
10301	pp	55207	BHMRRS
26959	pp	8819	BHMRRS
10363	pp	8061	BHMRRS
10363	pp	2355	BHMRRS
10363	pp	54997	BHMRRS
10363	pp	55110	BHMRRS
10363	pp	122953	BHMRRS
10363	pp	8812	BHMRRS
10363	pp	26258	BHMRRS
10363	pp	3241	BHMRRS
10363	pp	2354	BHMRRS
10363	pp	6239	CORUM
10363	pp	7750	CORUM
10363	pp	7764	CORUM
10363	pp	23186	CORUM
10363	pp	51317	CORUM
10363	pp	55758	CORUM
10363	pp	112885	CORUM
1454	pp	406	BHMRRS
1454	pp	8863	BHMRRS
1454	pp	55720	BHMRRS
1454	pp	25788	BHMRRS
1454	pp	64847	BHMRRS
1454	pp	55802	BHMRRS
1454	pp	22881	BHMRRS
1454	pp	5187	BHMRRS
1454	pp	8312	BHMRRS
1454	pp	10142	BHMRRS
1454	pp	1453	BHMRRS
10801	pp	989	CORUM
10801	pp	23157	BHMRRS
10801	pp	10890	BHMRRS
10801	pp	55752	CORUM
10801	pp	23176	CORUM
10741	pp	5933	BHMRRS
7163	pp	7164	BHMRRS
7163	pp	7165	BHMRRS
7163	pp	6729	BHMRRS
10188	pp	84941	BHMRRS
10188	pp	998	BHMRRS
10188	pp	6430	BHMRRS
10188	pp	4168	BHMRRS
10188	pp	51429	BHMRRS
10188	pp	255426	BHMRRS
10188	pp	1464	BHMRRS
10188	pp	124925	BHMRRS
10188	pp	55846	BHMRRS
5933	pp	6839	BHMRRS
5933	pp	7027	CORUM
5933	pp	7375	BHMRRS
5933	pp	7335	BHMRRS
5933	pp	898	BHMRRS
5933	pp	6872	BHMRRS
5933	pp	890	BHMRRS
5933	pp	8804	BHMRRS
5933	pp	7336	BHMRRS
5933	pp	2972	BHMRRS
5933	pp	57596	BHMRRS
5933	pp	1875	CORUM
5933	pp	1870	BHMRRS
5933	pp	5932	BHMRRS
5933	pp	1719	BHMRRS
5933	pp	5523	BHMRRS
51704	pp	55507	BHMRRS
51704	pp	9052	BHMRRS
51704	pp	55890	BHMRRS
6777	pp	9111	BHMRRS
6777	pp	6778	BHMRRS
6777	pp	9612	BHMRRS
6777	pp	6772	BHMRRS
6777	pp	3717	BHMRRS
6777	pp	3315	BHMRRS
6777	pp	3575	BHMRRS
6777	pp	6774	BHMRRS
6777	pp	55835	BHMRRS
6777	pp	2923	BHMRRS
6777	pp	3559	BHMRRS
115557	pp	998	BHMRRS
127396	pp	58491	BHMRRS
26156	pp	84128	BHMRRS
26156	pp	9277	BHMRRS
26156	pp	55272	BHMRRS
26156	pp	8602	BHMRRS
26156	pp	79954	BHMRRS
26156	pp	84916	BHMRRS
26156	pp	134430	BHMRRS
26156	pp	10885	BHMRRS
26156	pp	72	CORUM
26156	pp	292	CORUM
26156	pp	3007	CORUM
26156	pp	4673	CORUM
26156	pp	4691	CORUM
26156	pp	4869	CORUM
26156	pp	6173	CORUM
26156	pp	6208	CORUM
26156	pp	6209	CORUM
26156	pp	6217	CORUM
26156	pp	6727	CORUM
26156	pp	6732	CORUM
26156	pp	6949	CORUM
26156	pp	7284	CORUM
26156	pp	7307	CORUM
26156	pp	7846	CORUM
26156	pp	8342	CORUM
26156	pp	8971	CORUM
26156	pp	9045	CORUM
26156	pp	9221	CORUM
26156	pp	9349	CORUM
26156	pp	10514	CORUM
26156	pp	10642	CORUM
26156	pp	10969	CORUM
26156	pp	11137	CORUM
26156	pp	26354	CORUM
26156	pp	55131	CORUM
26156	pp	55299	CORUM
26156	pp	55646	CORUM
26156	pp	55681	CORUM
26156	pp	81027	CORUM
26156	pp	497661	CORUM
5721	pp	993	BHMRRS
5721	pp	7316	BHMRRS
5721	pp	7311	BHMRRS
5721	pp	9861	CORUM
5721	pp	9491	BHMRRS
5721	pp	5720	CORUM
5721	pp	10379	BHMRRS
5721	pp	5716	CORUM
6419	pp	6599	BHMRRS
6419	pp	7059	BHMRRS
6419	pp	7060	BHMRRS
6419	pp	9374	BHMRRS
6419	pp	10332	BHMRRS
6419	pp	1311	BHMRRS
6419	pp	30835	BHMRRS
6419	pp	51162	BHMRRS
6419	pp	10129	BHMRRS
1028	pp	3984	BHMRRS
1028	pp	6502	BHMRRS
2770	pp	961	BHMRRS
2770	pp	5147	BHMRRS
2770	pp	7433	BHMRRS
2770	pp	4988	BHMRRS
2770	pp	59340	BHMRRS
2770	pp	6002	BHMRRS
2770	pp	3356	BHMRRS
2770	pp	4935	BHMRRS
2770	pp	6004	BHMRRS
2770	pp	9294	BHMRRS
2770	pp	2782	BHMRRS
2770	pp	6753	BHMRRS
2770	pp	2864	BHMRRS
2770	pp	6001	BHMRRS
2770	pp	29899	CORUM
2770	pp	64407	BHMRRS
2770	pp	58157	BHMRRS
2770	pp	6000	BHMRRS
2770	pp	2784	BHMRRS
2770	pp	7253	BHMRRS
2770	pp	2867	BHMRRS
2770	pp	51655	BHMRRS
2770	pp	60626	BHMRRS
2770	pp	5999	BHMRRS
2770	pp	4985	BHMRRS
2770	pp	6752	BHMRRS
2770	pp	2865	BHMRRS
2770	pp	53637	BHMRRS
2770	pp	5649	BHMRRS
2770	pp	63940	BHMRRS
2770	pp	59345	BHMRRS
2770	pp	10681	BHMRRS
2770	pp	1814	BHMRRS
2770	pp	1903	BHMRRS
2770	pp	1268	BHMRRS
2770	pp	1901	BHMRRS
2770	pp	26249	BHMRRS
2770	pp	10287	BHMRRS
2770	pp	150	BHMRRS
3054	pp	8819	CORUM
3054	pp	81857	BHMRRS
3054	pp	58487	BHMRRS
3054	pp	5931	CORUM
3054	pp	9129	BHMRRS
3054	pp	9070	CORUM
3054	pp	7709	BHMRRS
3054	pp	5928	CORUM
3054	pp	3897	BHMRRS
3054	pp	554	BHMRRS
3054	pp	54985	BHMRRS
3054	pp	9343	BHMRRS
3054	pp	23309	CORUM
3054	pp	11168	BHMRRS
3054	pp	1959	BHMRRS
3054	pp	2551	BHMRRS
3054	pp	3053	CORUM
3054	pp	4297	CORUM
3054	pp	5929	CORUM
3054	pp	3308	CORUM
3054	pp	3309	CORUM
3054	pp	9739	CORUM
3054	pp	64426	CORUM
5218	pp	90	BHMRRS
5218	pp	23176	BHMRRS
55272	pp	79954	BHMRRS
55272	pp	84916	BHMRRS
55272	pp	999	BHMRRS
55272	pp	84128	BHMRRS
55272	pp	8602	BHMRRS
55272	pp	6829	BHMRRS
55272	pp	9277	BHMRRS
55272	pp	9404	BHMRRS
55272	pp	84135	BHMRRS
55272	pp	4598	BHMRRS
55272	pp	134430	BHMRRS
55272	pp	51179	BHMRRS
55272	pp	51072	BHMRRS
55272	pp	92856	CORUM
3751	pp	80333	BHMRRS
3751	pp	30820	BHMRRS
3751	pp	2318	BHMRRS
3751	pp	23413	BHMRRS
3751	pp	57628	CORUM
3679	pp	977	CORUM
3679	pp	928	CORUM
3679	pp	3690	BHMRRS
3679	pp	3695	BHMRRS
3679	pp	1134	BHMRRS
2948	pp	84966	BHMRRS
2948	pp	9094	BHMRRS
317	pp	841	BHMRRS
317	pp	837	BHMRRS
317	pp	842	BHMRRS
317	pp	598	BHMRRS
3611	pp	55679	BHMRRS
3611	pp	55612	BHMRRS
3611	pp	3987	BHMRRS
3611	pp	857	BHMRRS
3611	pp	3690	BHMRRS
3611	pp	8440	BHMRRS
3611	pp	55742	BHMRRS
3611	pp	7114	BHMRRS
3611	pp	10979	BHMRRS
6262	pp	6717	BHMRRS
6262	pp	9456	BHMRRS
6262	pp	6263	BHMRRS
6262	pp	9472	BHMRRS
6262	pp	775	BHMRRS
6262	pp	3708	BHMRRS
6262	pp	6261	BHMRRS
6262	pp	2281	BHMRRS
10900	pp	5912	BHMRRS
10900	pp	8907	BHMRRS
10900	pp	1173	BHMRRS
27131	pp	9891	BHMRRS
27131	pp	81788	BHMRRS
27131	pp	7223	BHMRRS
27131	pp	83874	BHMRRS
27131	pp	6642	BHMRRS
27131	pp	7224	BHMRRS
27131	pp	6643	BHMRRS
27131	pp	26000	BHMRRS
27131	pp	2175	BHMRRS
2261	pp	3050	BHMRRS
2261	pp	63940	BHMRRS
2261	pp	55819	BHMRRS
2261	pp	79866	BHMRRS
2261	pp	293	BHMRRS
2261	pp	2263	BHMRRS
2261	pp	3662	BHMRRS
2261	pp	4726	BHMRRS
2261	pp	9887	BHMRRS
2261	pp	6772	BHMRRS
2261	pp	55698	BHMRRS
2261	pp	2253	BHMRRS
2261	pp	1513	BHMRRS
2261	pp	149483	BHMRRS
2261	pp	2260	BHMRRS
2261	pp	2254	BHMRRS
2261	pp	116985	BHMRRS
51527	pp	6832	BHMRRS
51527	pp	2931	BHMRRS
23014	pp	85445	BHMRRS
10650	pp	55174	BHMRRS
28987	pp	55720	BHMRRS
28987	pp	26019	BHMRRS
23647	pp	5063	BHMRRS
23647	pp	5880	BHMRRS
23647	pp	382	BHMRRS
23647	pp	377	BHMRRS
23647	pp	23421	BHMRRS
6626	pp	7307	CORUM
6626	pp	8175	CORUM
6626	pp	6629	CORUM
6626	pp	8493	CORUM
6626	pp	79002	CORUM
6626	pp	8243	BHMRRS
6626	pp	7153	CORUM
6626	pp	8683	CORUM
6626	pp	9128	CORUM
6626	pp	9785	CORUM
6626	pp	9343	CORUM
6626	pp	6217	BHMRRS
6626	pp	5725	BHMRRS
6626	pp	51503	CORUM
6626	pp	6430	CORUM
6626	pp	51585	BHMRRS
6626	pp	53981	BHMRRS
6626	pp	4090	BHMRRS
6626	pp	1153	CORUM
6626	pp	1655	CORUM
6626	pp	1659	CORUM
6626	pp	3550	CORUM
6626	pp	4343	CORUM
6626	pp	5356	CORUM
6626	pp	5496	CORUM
6626	pp	6434	CORUM
6626	pp	6631	CORUM
6626	pp	7536	CORUM
6626	pp	7756	CORUM
6626	pp	7919	CORUM
6626	pp	8220	CORUM
6626	pp	8449	CORUM
6626	pp	8559	CORUM
6626	pp	8563	CORUM
6626	pp	8896	CORUM
6626	pp	8899	CORUM
6626	pp	9092	CORUM
6626	pp	9129	CORUM
6626	pp	9410	CORUM
6626	pp	9416	CORUM
6626	pp	9584	CORUM
6626	pp	9589	CORUM
6626	pp	9716	CORUM
6626	pp	9775	CORUM
6626	pp	9879	CORUM
6626	pp	9939	CORUM
6626	pp	9984	CORUM
6626	pp	10286	CORUM
6626	pp	10450	CORUM
6626	pp	10465	CORUM
6626	pp	10569	CORUM
6626	pp	10643	CORUM
6626	pp	10713	CORUM
6626	pp	10915	CORUM
6626	pp	10921	CORUM
6626	pp	11017	CORUM
6626	pp	22827	CORUM
6626	pp	22985	CORUM
6626	pp	23013	CORUM
6626	pp	23350	CORUM
6626	pp	23398	CORUM
6626	pp	23759	CORUM
6626	pp	24144	CORUM
6626	pp	25804	CORUM
6626	pp	25949	CORUM
6626	pp	25962	CORUM
6626	pp	29105	CORUM
6626	pp	51340	CORUM
6626	pp	51428	CORUM
6626	pp	51593	CORUM
6626	pp	51645	CORUM
6626	pp	51755	CORUM
6626	pp	53938	CORUM
6626	pp	55660	CORUM
6626	pp	55696	CORUM
6626	pp	56259	CORUM
6626	pp	56949	CORUM
6626	pp	57187	CORUM
6626	pp	57461	CORUM
6626	pp	57703	CORUM
6626	pp	58509	CORUM
6626	pp	58517	CORUM
6626	pp	64783	CORUM
6626	pp	79228	CORUM
6626	pp	80145	CORUM
6626	pp	84321	CORUM
6626	pp	84811	CORUM
6626	pp	84991	CORUM
6626	pp	94104	CORUM
6626	pp	6421	CORUM
6626	pp	1778	CORUM
6626	pp	9689	CORUM
6626	pp	9814	CORUM
6626	pp	10985	CORUM
6626	pp	22828	CORUM
6626	pp	8487	CORUM
6626	pp	8926	CORUM
6626	pp	25929	CORUM
6626	pp	79760	CORUM
6626	pp	79833	CORUM
1731	pp	23176	BHMRRS
1731	pp	23157	BHMRRS
1731	pp	55752	BHMRRS
4615	pp	8772	BHMRRS
4615	pp	51135	BHMRRS
4615	pp	7098	BHMRRS
4615	pp	7100	BHMRRS
4615	pp	7189	BHMRRS
4615	pp	7097	BHMRRS
4615	pp	114609	BHMRRS
4615	pp	3656	BHMRRS
4141	pp	7975	BHMRRS
4141	pp	83940	BHMRRS
4141	pp	7965	CORUM
4141	pp	9521	CORUM
4141	pp	5917	CORUM
4141	pp	9647	BHMRRS
4141	pp	3735	CORUM
11127	pp	9126	BHMRRS
11127	pp	9371	BHMRRS
11127	pp	3797	BHMRRS
7135	pp	7134	BHMRRS
2596	pp	5333	BHMRRS
2596	pp	6709	BHMRRS
2596	pp	801	BHMRRS
2596	pp	9135	BHMRRS
2596	pp	1814	BHMRRS
5125	pp	7832	BHMRRS
5125	pp	6993	BHMRRS
5125	pp	8535	BHMRRS
5125	pp	5972	BHMRRS
5125	pp	5122	BHMRRS
5125	pp	268	BHMRRS
3123	pp	3127	BHMRRS
3123	pp	912	BHMRRS
3123	pp	972	BHMRRS
3123	pp	3108	BHMRRS
3123	pp	27242	BHMRRS
6303	pp	9094	BHMRRS
6303	pp	7280	BHMRRS
6303	pp	84060	BHMRRS
6303	pp	8525	BHMRRS
6303	pp	9869	BHMRRS
6303	pp	8703	BHMRRS
6303	pp	81628	BHMRRS
6303	pp	65991	BHMRRS
6303	pp	84141	BHMRRS
6303	pp	84991	BHMRRS
6303	pp	117246	BHMRRS
6303	pp	51669	BHMRRS
6303	pp	60492	BHMRRS
6303	pp	112483	BHMRRS
6303	pp	3336	BHMRRS
6303	pp	2051	BHMRRS
6303	pp	55199	BHMRRS
6303	pp	3739	BHMRRS
6303	pp	22929	BHMRRS
6303	pp	23549	BHMRRS
6303	pp	51204	BHMRRS
6303	pp	11257	BHMRRS
6303	pp	22980	BHMRRS
6303	pp	11194	BHMRRS
6303	pp	125476	BHMRRS
5089	pp	92806	BHMRRS
5089	pp	56917	BHMRRS
5089	pp	64754	BHMRRS
5089	pp	9532	BHMRRS
5089	pp	5090	BHMRRS
5089	pp	8518	BHMRRS
5089	pp	55625	BHMRRS
5089	pp	3211	BHMRRS
5089	pp	283234	BHMRRS
5089	pp	10445	BHMRRS
5089	pp	3205	BHMRRS
5089	pp	2647	BHMRRS
5089	pp	197259	BHMRRS
5089	pp	11258	BHMRRS
5089	pp	3304	BHMRRS
5089	pp	5087	BHMRRS
5089	pp	3218	BHMRRS
3620	pp	84988	BHMRRS
3620	pp	3659	BHMRRS
2972	pp	55703	BHMRRS
2972	pp	661	BHMRRS
2972	pp	6908	CORUM
2972	pp	9330	CORUM
2972	pp	2976	CORUM
2972	pp	9329	CORUM
2972	pp	677	BHMRRS
2972	pp	2971	CORUM
2972	pp	10621	BHMRRS
2972	pp	9328	CORUM
2972	pp	55814	CORUM
28965	pp	84264	BHMRRS
28965	pp	31	BHMRRS
28965	pp	8794	BHMRRS
28965	pp	5162	BHMRRS
28965	pp	81889	BHMRRS
28965	pp	57050	BHMRRS
28965	pp	80021	BHMRRS
28965	pp	51076	BHMRRS
28965	pp	55902	BHMRRS
28965	pp	10553	BHMRRS
28965	pp	1663	BHMRRS
24144	pp	7286	BHMRRS
24144	pp	26258	BHMRRS
24144	pp	5356	CORUM
24144	pp	51340	CORUM
24144	pp	150478	BHMRRS
24144	pp	7756	CORUM
24144	pp	1153	CORUM
24144	pp	1655	CORUM
24144	pp	1659	CORUM
24144	pp	3550	CORUM
24144	pp	4343	CORUM
24144	pp	5496	CORUM
24144	pp	6430	CORUM
24144	pp	6434	CORUM
24144	pp	6629	CORUM
24144	pp	6631	CORUM
24144	pp	7307	CORUM
24144	pp	7536	CORUM
24144	pp	7919	CORUM
24144	pp	8175	CORUM
24144	pp	8220	CORUM
24144	pp	8449	CORUM
24144	pp	8559	CORUM
24144	pp	8563	CORUM
24144	pp	8683	CORUM
24144	pp	8896	CORUM
24144	pp	8899	CORUM
24144	pp	9092	CORUM
24144	pp	9128	CORUM
24144	pp	9129	CORUM
24144	pp	9343	CORUM
24144	pp	9410	CORUM
24144	pp	9416	CORUM
24144	pp	9584	CORUM
24144	pp	9589	CORUM
24144	pp	9716	CORUM
24144	pp	9775	CORUM
24144	pp	9785	CORUM
24144	pp	9879	CORUM
24144	pp	9939	CORUM
24144	pp	9984	CORUM
24144	pp	10286	CORUM
24144	pp	10450	CORUM
24144	pp	10465	CORUM
24144	pp	10569	CORUM
24144	pp	10643	CORUM
24144	pp	10713	CORUM
24144	pp	10915	CORUM
24144	pp	10921	CORUM
24144	pp	11017	CORUM
24144	pp	22827	CORUM
24144	pp	22985	CORUM
24144	pp	23013	CORUM
24144	pp	23350	CORUM
24144	pp	23398	CORUM
24144	pp	23759	CORUM
24144	pp	25804	CORUM
24144	pp	25949	CORUM
24144	pp	25962	CORUM
24144	pp	29105	CORUM
24144	pp	51428	CORUM
24144	pp	51503	CORUM
24144	pp	51593	CORUM
24144	pp	51645	CORUM
24144	pp	51755	CORUM
24144	pp	53938	CORUM
24144	pp	55660	CORUM
24144	pp	55696	CORUM
24144	pp	56259	CORUM
24144	pp	56949	CORUM
24144	pp	57187	CORUM
24144	pp	57461	CORUM
24144	pp	57703	CORUM
24144	pp	58509	CORUM
24144	pp	58517	CORUM
24144	pp	64783	CORUM
24144	pp	79002	CORUM
24144	pp	79228	CORUM
24144	pp	80145	CORUM
24144	pp	84321	CORUM
24144	pp	84811	CORUM
24144	pp	84991	CORUM
24144	pp	94104	CORUM
24144	pp	2483	CORUM
24144	pp	4116	CORUM
24144	pp	5411	CORUM
24144	pp	10283	CORUM
24144	pp	22913	CORUM
24144	pp	27258	CORUM
24144	pp	55094	CORUM
24144	pp	55596	CORUM
24144	pp	60625	CORUM
24144	pp	84292	CORUM
24144	pp	220988	CORUM
408	pp	4905	BHMRRS
408	pp	5744	BHMRRS
408	pp	9266	BHMRRS
408	pp	4985	BHMRRS
408	pp	8491	BHMRRS
408	pp	54558	BHMRRS
408	pp	55064	BHMRRS
408	pp	5745	BHMRRS
408	pp	998	BHMRRS
408	pp	23099	BHMRRS
408	pp	1234	BHMRRS
408	pp	3579	BHMRRS
408	pp	382	BHMRRS
408	pp	25790	BHMRRS
408	pp	153	BHMRRS
408	pp	27232	BHMRRS
8683	pp	8996	BHMRRS
8683	pp	91746	BHMRRS
8683	pp	9343	CORUM
8683	pp	9128	CORUM
8683	pp	9785	CORUM
8683	pp	8243	BHMRRS
8683	pp	5725	BHMRRS
8683	pp	8175	CORUM
8683	pp	10656	BHMRRS
8683	pp	6629	CORUM
8683	pp	7307	CORUM
8683	pp	6430	CORUM
8683	pp	51585	BHMRRS
8683	pp	53981	BHMRRS
8683	pp	6294	BHMRRS
8683	pp	6434	CORUM
8683	pp	8446	BHMRRS
8683	pp	1153	CORUM
8683	pp	1655	CORUM
8683	pp	1659	CORUM
8683	pp	3550	CORUM
8683	pp	4343	CORUM
8683	pp	5356	CORUM
8683	pp	5496	CORUM
8683	pp	6631	CORUM
8683	pp	7536	CORUM
8683	pp	7756	CORUM
8683	pp	7919	CORUM
8683	pp	8220	CORUM
8683	pp	8449	CORUM
8683	pp	8559	CORUM
8683	pp	8563	CORUM
8683	pp	8896	CORUM
8683	pp	8899	CORUM
8683	pp	9092	CORUM
8683	pp	9129	CORUM
8683	pp	9410	CORUM
8683	pp	9416	CORUM
8683	pp	9584	CORUM
8683	pp	9589	CORUM
8683	pp	9716	CORUM
8683	pp	9775	CORUM
8683	pp	9879	CORUM
8683	pp	9939	CORUM
8683	pp	9984	CORUM
8683	pp	10286	CORUM
8683	pp	10450	CORUM
8683	pp	10465	CORUM
