a	b	c	IP	PR_97	PR_131	PR_204	PR_202	PR_43	PR_44	PR_45	PR_46	PR_80	PR_114	PR_227	PR_149	PR_90	PR_245	RT_98	RT_115	RT_132	RT_150	RT_206	RT_79	RT_208	RT_228	RT_51	RT_52	RT_53	RT_54	RT_89	RT_218	GP41_160	GP41_192	GP41_229	GP41_107	GP41_142	GP41_15	GP41_16	GP41_17	GP41_18	GP41_124	GP41_191	VPR_64	VPR_65	VPR_66	VPR_101	VPR_214	VPR_135	VPR_75	VPR_230	VPR_176	VPR_210	VPR_85	VPR_118	VPR_213	VPR_153	VPR_182	VPR_63	TAT_224	TAT_219	TAT_103	TAT_137	TAT_55	TAT_77	TAT_120	TAT_211	TAT_87	TAT_56	TAT_57	TAT_58	TAT_155	TAT_231	NEF_32	NEF_33	NEF_34	NEF_197	NEF_200	NEF_105	NEF_139	NEF_76	NEF_216	NEF_178	NEF_86	NEF_184	NEF_122	NEF_232	NEF_157	NEF_31	P6_198	P6_129	P6_35	P6_36	P6_37	P6_38	P6_233	P6_112	P6_147	P6_223	P6_95	CA_1	CA_2	CA_3	CA_4	CA_234	CA_110	CA_145	CA_185	CA_93	CA_127	NC_128	NC_199	NC_235	NC_111	NC_222	NC_146	NC_30	NC_27	NC_28	NC_29	NC_94	REV_104	REV_138	REV_236	REV_205	REV_78	REV_47	REV_48	REV_49	REV_50	REV_217	REV_88	REV_121	REV_207	REV_156	GP120_7	GP120_8	GP120_9	GP120_10	GP120_141	GP120_237	GP120_188	GP120_159	GP160_140	GP160_106	GP160_11	GP160_12	GP160_13	GP160_14	GP160_238	GP160_190	GP160_123	GP160_189	GP160_158	POL_96	POL_130	POL_39	POL_40	POL_41	POL_42	POL_203	POL_239	POL_113	POL_148	POL_201	VPU_240	VPU_226	VPU_67	VPU_68	VPU_69	VPU_70	VPU_136	VPU_73	VPU_183	VPU_163	VPU_177	VPU_83	VPU_119	VPU_169	VPU_154	VPU_102	VPU_215	IN_193	IN_162	IN_99	IN_196	IN_133	IN_241	IN_72	IN_194	IN_174	IN_180	IN_168	IN_82	IN_19	IN_20	IN_21	IN_22	IN_151	IN_116	GAG_161	GAG_187	GAG_5	GAG_6	GAG_71	GAG_167	GAG_108	GAG_173	GAG_143	GAG_81	GAG_242	GAG_179	GAG_186	GAG_91	GAG_220	GAG_125	MA_195	MA_109	MA_144	MA_243	MA_23	MA_24	MA_25	MA_26	MA_92	MA_221	MA_126	VIF_225	VIF_100	VIF_166	VIF_134	VIF_74	VIF_172	VIF_175	VIF_209	VIF_84	VIF_117	VIF_152	VIF_212	VIF_244	VIF_59	VIF_60	VIF_61	VIF_62	VIF_181	
a	b	c	Bait	PR	PR	PR	PR	PR	PR	PR	PR	PR	PR	PR	PR	PR	PR	RT	RT	RT	RT	RT	RT	RT	RT	RT	RT	RT	RT	RT	RT	GP41	GP41	GP41	GP41	GP41	GP41	GP41	GP41	GP41	GP41	GP41	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	TAT	TAT	TAT	TAT	TAT	TAT	TAT	TAT	TAT	TAT	TAT	TAT	TAT	TAT	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	P6	P6	P6	P6	P6	P6	P6	P6	P6	P6	P6	CA	CA	CA	CA	CA	CA	CA	CA	CA	CA	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	NC	REV	REV	REV	REV	REV	REV	REV	REV	REV	REV	REV	REV	REV	REV	GP120	GP120	GP120	GP120	GP120	GP120	GP120	GP120	GP160	GP160	GP160	GP160	GP160	GP160	GP160	GP160	GP160	GP160	GP160	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	IN	IN	IN	IN	IN	IN	IN	IN	IN	IN	IN	IN	IN	IN	IN	IN	IN	IN	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	MA	MA	MA	MA	MA	MA	MA	MA	MA	MA	MA	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	
a	b	c	Tag	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	GP160	GP160	GP160	GP160	GP160	GP160	GP160	GP160	GP160	GP160	GP160	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	VPR	TAT	TAT	TAT	TAT	TAT	TAT	TAT	TAT	TAT	TAT	TAT	TAT	TAT	TAT	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	NEF	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	REV	REV	REV	REV	REV	REV	REV	REV	REV	REV	REV	REV	REV	REV	GP160	GP160	GP160	GP160	GP160	GP160	GP160	GP160	GP41|GP120	GP41|GP120	GP41|GP120	GP41|GP120	GP41|GP120	GP41|GP120	GP41|GP120	GP41|GP120	GP41|GP120	GP41|GP120	GP41|GP120	IN|RT|PR|POL	IN|RT|PR|POL	IN|RT|PR|POL	IN|RT|PR|POL	IN|RT|PR|POL	IN|RT|PR|POL	IN|RT|PR	IN|RT|PR	IN|RT|PR	IN|RT|PR	IN|RT|PR	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	VPU	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	POL	CA|MA|NC|P6|GAG	CA|MA|NC|P6|GAG	CA|MA|NC|P6|GAG	CA|MA|NC|P6|GAG	CA|MA|NC|P6|GAG	CA|MA|NC|P6|GAG	CA|MA|NC|P6|GAG	CA|MA|NC|P6|GAG	CA|MA|NC|P6|GAG	CA|MA|NC|P6|GAG	CA|MA|NC|P6|GAG	CA|MA|NC|P6|GAG	CA|MA|NC|P6|GAG	CA|MA|NC|P6|GAG	CA|MA|NC|P6|GAG	CA|MA|NC|P6|GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	GAG	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	VIF	
P22234	0	425	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P22314	0	1058	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2732.43	0.0	0.0	0.0	0.0	4882.0	777843.0	1963.06	0.0	0.0	0.0	77056.0	0.0	36555.0	0.0	0.0	0.0	372114.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P22626	0	353	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	147.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1211.81	4866.21	0.0	0.0	0.0	47750.0	0.0	0.0	247611.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1091.2	0.0	174865.0	6288.4	0.0	0.0	0.0	0.0	0.0	119006.0	0.0	0.0	0.0	921.3	64949.0	0.0	0.0	0.0	0.0	4732.11	1287276.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93224.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	147377.0	164.45	0.0	0.0	24669.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	916.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158950.0	0.0	25.91	0.0	0.0	1715.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P22695	0	453	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15784.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7415655.0	0.0	37597.0	1352.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	320.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36576.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	319.68	0.0	0.0	0.0	0.0	0.0	0.0	25.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P23219	0	599	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	519829.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P23246	0	707	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	126.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	361.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P23258	0	451	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P23396	0	243	N	0.0	0.0	545.13	27.61	0.0	0.0	0.0	0.0	15703.0	74854.0	14384.0	785615.0	109903.0	2131.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1934.42	0.0	0.0	0.0	0.0	400005.0	0.0	0.0	0.0	0.0	58867.0	0.0	2418821.0	3474690.0	5739203.0	0.0	703.79	588785.0	297042.0	162136.0	10417923.0	703.06	3033185.0	227469.0	1787.23	759507.0	3473527.0	3398492.0	7105.23	19121.4	430519.0	7095961.0	223564.0	1178876.0	382784.0	5076.13	0.0	1078473.0	86964.0	70729.0	969143.0	296082.0	0.0	0.0	0.0	797.04	0.0	673605.0	361494.0	172688.0	1887.38	0.0	0.0	0.0	542800.0	30123.0	16298.0	0.0	76.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17398921.0	12895.26	132876.0	2811620.0	9312.19	14023869.0	0.0	0.0	385375.0	267282.0	8441804.0	4291320.0	10380667.0	101992.0	7614.1	974162.0	65529.0	0.0	66632.0	9897622.0	21622.06	0.0	3449469.0	2178.56	2370381.0	0.0	0.0	0.0	0.0	322634.0	39588.0	55.8	95210.0	0.0	0.0	0.0	0.0	0.0	0.0	5355.0	0.0	0.0	69.29	0.0	51554.0	825156.0	138507.0	0.0	0.0	113153.0	4459.91	120552.0	2837569.0	106927.0	234.05	12167.0	1686.84	333317.0	596760.0	1135744.0	483718.0	405887.0	189739.0	65978.0	476931.0	0.0	672650.0	624394.0	0.0	24852.0	246144.0	57.7	2142.44	431868.0	2476211.0	27.51	0.0	46879.0	229431.0	213.85	0.0	35095.0	0.0	0.0	0.0	0.0	110217.0	0.0	0.0	740082.0	422289.0	184.16	94272.0	0.0	410017.0	0.0	2782457.0	4847642.0	1634799.0	630352.0	191560.0	584935.0	4391.08	8453961.0	4863.22	3019080.0	554.38	0.0	226618.0	2935.0	19900.0	0.0	0.0	0.0	0.0	1963.76	1028928.0	4010.98	590989.0	2341452.0	163378.0	251958.0	0.0	61256.0	257.61	0.0	1156988.0	14954.0	350.34	73311.0	0.0	0.0	337218.0	0.0	105715.0
P23515	0	440	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3184.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P23526	0	432	N	0.0	0.0	0.0	214.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	175.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
