Bait	Prey	MiST score
GP160	O00217	0.00000
GP160	O00221	0.00000
GP160	O00222	0.00000
GP160	O00267	0.00000
GP160	O00303	0.00000
GP160	O00410	0.00000
GP160	O00411	0.00000
GP160	O00425	0.00000
GP160	O00468	0.00000
GP160	O00469	0.00000
GP160	O00483	0.00000
GP160	O00487	0.00000
GP160	O00507	0.00000
GP160	O00541	0.00000
GP160	O00560	0.00000
GP160	O00567	0.00000
GP160	O00571	0.00000
GP160	O00743	0.00000
GP160	O14490	0.00000
GP160	O14519	0.00000
GP160	O14545	0.00000
GP160	O14562	0.00000
GP160	O14569	0.00000
GP160	O14579	0.00000
GP160	O14647	0.00000
GP160	O14654	0.00000
GP160	O14734	0.00000
GP160	O14787	0.00000
GP160	O14802	0.00000
GP160	O14828	0.00000
GP160	O14893	0.00000
GP160	O14920	0.00000
GP160	O14925	0.00000
GP160	O14929	0.00000
GP160	O14949	0.00000
GP160	O14966	0.00000
GP160	O14974	0.00000
GP160	O14976	0.00000
GP160	O14979	0.00000
GP160	O14980	0.00000
GP160	O14983	0.00000
GP160	O15014	0.00000
GP160	O15027	0.00000
GP160	O15042	0.00000
GP160	O15047	0.00000
GP160	O15116	0.00000
GP160	O15160	0.00000
GP160	O15162	0.00000
GP160	O15173	0.00000
GP160	O15226	0.00000
GP160	O15228	0.00000
GP160	O15235	0.00000
GP160	O15264	0.00000
GP160	O15269	0.00000
GP160	O15355	0.00000
GP160	O15360	0.00000
GP160	O15371	0.00000
GP160	O15372	0.00000
GP160	O15397	0.00000
GP160	O15440	0.00000
GP160	O15446	0.00000
GP160	O15460	0.00000
GP160	O15504	0.00000
GP160	O15511	0.00000
GP160	O15523	0.00000
GP160	O43143	0.00000
GP160	O43149	0.00000
GP160	O43169	0.00000
GP160	O43172	0.00000
GP160	O43175	0.00000
GP160	O43237	0.00000
GP160	O43242	0.00000
GP160	O43264	0.00000
GP160	O43290	0.00000
GP160	O43292	0.00000
GP160	O43324	0.00000
GP160	O43347	0.00000
GP160	O43353	0.00000
GP160	O43390	0.00000
GP160	O43395	0.00000
GP160	O43447	0.00000
GP160	O43502	0.00000
GP160	O43504	0.00000
GP160	O43542	0.00000
GP160	O43592	0.00000
GP160	O43660	0.00000
GP160	O43684	0.00000
GP160	O43790	0.00000
GP160	O43805	0.00000
GP160	O43818	0.00000
GP160	O43819	0.00000
GP160	O43823	0.00000
GP160	O43854	0.00000
GP160	O43865	0.00000
GP160	O43896	0.00000
GP160	O43929	0.00000
GP160	O43933	0.00000
GP160	O60220	0.00000
GP160	O60232	0.00000
GP160	O60256	0.00000
GP160	O60264	0.00000
GP160	O60287	0.00000
GP160	O60293	0.00000
GP160	O60306	0.00000
GP160	O60313	0.00000
GP160	O60437	0.00000
GP160	O60488	0.00000
GP160	O60493	0.00000
GP160	O60506	0.00000
GP160	O60518	0.00000
GP160	O60522	0.00000
GP160	O60524	0.00000
GP160	O60547	0.00000
GP160	O60551	0.00000
GP160	O60563	0.00000
GP160	O60610	0.00000
GP160	O60762	0.00000
GP160	O60783	0.00000
GP160	O60812	0.00000
GP160	O60830	0.00000
GP160	O60832	0.00000
GP160	O60841	0.00000
GP160	O60884	0.00000
GP160	O60902	0.00000
GP160	O75096	0.00000
GP160	O75122	0.00000
GP160	O75127	0.00000
GP160	O75140	0.00000
GP160	O75152	0.00000
GP160	O75155	0.00000
GP160	O75179	0.00000
GP160	O75190	0.00000
GP160	O75251	0.00000
GP160	O75306	0.00000
GP160	O75319	0.00000
GP160	O75323	0.00000
GP160	O75351	0.00000
GP160	O75352	0.00000
GP160	O75394	0.00000
GP160	O75400	0.00000
GP160	O75419	0.00000
GP160	O75439	0.00000
GP160	O75489	0.00000
GP160	O75494	0.00000
GP160	O75526	0.00000
GP160	O75533	0.00000
GP160	O75534	0.00000
GP160	O75569	0.00000
GP160	O75607	0.00000
GP160	O75616	0.00000
GP160	O75643	0.00000
GP160	O75683	0.00000
GP160	O75691	0.00000
GP160	O75694	0.00000
GP160	O75746	0.00000
GP160	O75817	0.00000
GP160	O75818	0.00000
GP160	O75821	0.00000
GP160	O75828	0.00000
GP160	O75880	0.00000
GP160	O75934	0.00000
GP160	O75943	0.00000
GP160	O75947	0.00000
GP160	O75964	0.00000
GP160	O76009	0.00000
GP160	O76011	0.00000
GP160	O76013	0.00000
GP160	O76014	0.00000
GP160	O76015	0.00000
GP160	O76021	0.00000
GP160	O76031	0.00000
GP160	O76071	0.00000
GP160	O94761	0.00000
GP160	O94788	0.00000
GP160	O94822	0.00000
GP160	O94833	0.00000
GP160	O94850	0.00000
GP160	O94916	0.00000
GP160	O94919	0.00000
GP160	O94921	0.00000
GP160	O94973	0.00000
GP160	O95059	0.00000
GP160	O95071	0.00000
GP160	O95104	0.00000
GP160	O95163	0.00000
GP160	O95168	0.00000
GP160	O95197	0.00000
GP160	O95202	0.00000
GP160	O95219	0.00000
GP160	O95232	0.00000
GP160	O95248	0.00000
GP160	O95292	0.00000
GP160	O95299	0.00000
GP160	O95302	0.00000
GP160	O95347	0.00000
GP160	O95359	0.00000
GP160	O95363	0.00000
GP160	O95389	0.00000
GP160	O95391	0.00000
GP160	O95394	0.00000
GP160	O95399	0.00000
GP160	O95433	0.00000
GP160	O95450	0.00000
GP160	O95453	0.00000
GP160	O95470	0.00000
GP160	O95477	0.00000
GP160	O95573	0.00000
GP160	O95602	0.00000
GP160	O95685	0.00000
GP160	O95714	0.00000
GP160	O95716	0.00000
GP160	O95718	0.00000
GP160	O95757	0.00000
GP160	O95758	0.00000
GP160	O95766	0.00000
GP160	O95793	0.00000
GP160	O95816	0.00000
GP160	O95819	0.00000
GP160	O95831	0.00000
GP160	O95864	0.00000
GP160	O95873	0.00000
GP160	O96000	0.00000
GP160	O96028	0.00000
GP160	P00338	0.00000
GP160	P00846	0.00000
GP160	P00995	0.00000
GP160	P01100	0.00000
GP160	P01605	0.00000
GP160	P01625	0.00000
GP160	P01857	0.00000
GP160	P01859	0.00000
GP160	P01893	0.00000
GP160	P02042	0.00000
GP160	P02675	0.00000
GP160	P02679	0.00000
GP160	P02765	0.00000
GP160	P02788	0.00000
GP160	P02794	0.00000
GP160	P04156	0.00000
GP160	P04181	0.00000
GP160	P04275	0.00000
GP160	P04406	0.00000
GP160	P04626	0.00000
GP160	P04637	0.00000
GP160	P05026	0.00000
GP160	P05109	0.00000
GP160	P05198	0.00000
GP160	P05423	0.00000
GP160	P05455	0.00000
GP160	P05783	0.00000
GP160	P05787	0.00000
GP160	P06493	0.00000
GP160	P06576	0.00000
GP160	P06702	0.00000
GP160	P06733	0.00000
GP160	P06748	0.00000
GP160	P06899	0.00000
GP160	P07196	0.00000
GP160	P07305	0.00000
GP160	P07333	0.00000
GP160	P07477	0.00000
GP160	P07814	0.00000
GP160	P07900	0.00000
GP160	P07910	0.00000
GP160	P08047	0.00000
GP160	P08048	0.00000
GP160	P08195	0.00000
GP160	P08237	0.00000
GP160	P08311	0.00000
GP160	P08559	0.00000
GP160	P08572	0.00000
GP160	P08574	0.00000
GP160	P08579	0.00000
GP160	P08621	0.00000
GP160	P08670	0.00000
GP160	P08708	0.00000
GP160	P08729	0.00000
GP160	P08865	0.00000
GP160	P09001	0.00000
GP160	P09012	0.00000
GP160	P09234	0.00000
GP160	P09493	0.00000
GP160	P09543	0.00000
GP160	P09651	0.00000
GP160	P09661	0.00000
GP160	P09669	0.00000
GP160	P09874	0.00000
GP160	P0C0S8	0.00000
GP160	P10589	0.00000
GP160	P10599	0.00000
GP160	P10809	0.00000
GP160	P11055	0.00000
GP160	P11166	0.00000
GP160	P11177	0.00000
GP160	P11310	0.00000
GP160	P11387	0.00000
GP160	P11441	0.00000
GP160	P11474	0.00000
GP160	P11586	0.00000
GP160	P11678	0.00000
GP160	P11802	0.00000
GP160	P11831	0.00000
GP160	P11908	0.00000
GP160	P11940	0.00000
GP160	P12035	0.00000
GP160	P12036	0.00000
GP160	P12081	0.00000
GP160	P12532	0.00000
GP160	P12724	0.00000
GP160	P12829	0.00000
GP160	P12882	0.00000
GP160	P12883	0.00000
GP160	P12956	0.00000
GP160	P13010	0.00000
GP160	P13489	0.00000
GP160	P13498	0.00000
GP160	P13639	0.00000
GP160	P13667	0.00000
GP160	P13674	0.00000
GP160	P13727	0.00000
GP160	P13929	0.00000
GP160	P13942	0.00000
GP160	P13995	0.00000
GP160	P14136	0.00000
GP160	P14209	0.00000
GP160	P14406	0.00000
GP160	P14618	0.00000
GP160	P14635	0.00000
GP160	P14649	0.00000
GP160	P14678	0.00000
GP160	P14866	0.00000
GP160	P14868	0.00000
GP160	P14923	0.00000
GP160	P15531	0.00000
GP160	P15735	0.00000
GP160	P15918	0.00000
GP160	P15924	0.00000
GP160	P15954	0.00000
GP160	P16104	0.00000
GP160	P16298	0.00000
GP160	P16401	0.00000
GP160	P16402	0.00000
GP160	P17026	0.00000
GP160	P17152	0.00000
GP160	P17544	0.00000
GP160	P17706	0.00000
GP160	P17812	0.00000
GP160	P17844	0.00000
GP160	P17858	0.00000
GP160	P17980	0.00000
GP160	P17987	0.00000
GP160	P18031	0.00000
GP160	P18074	0.00000
GP160	P18077	0.00000
GP160	P18440	0.00000
GP160	P18583	0.00000
GP160	P18859	0.00000
GP160	P19105	0.00000
GP160	P19387	0.00000
GP160	P19525	0.00000
GP160	P19784	0.00000
GP160	P19875	0.00000
GP160	P20020	0.00000
GP160	P20042	0.00000
GP160	P20339	0.00000
GP160	P20648	0.00000
GP160	P20671	0.00000
GP160	P20674	0.00000
GP160	P20700	0.00000
GP160	P20719	0.00000
GP160	P21108	0.00000
GP160	P21359	0.00000
GP160	P21912	0.00000
GP160	P21964	0.00000
GP160	P22061	0.00000
GP160	P22064	0.00000
GP160	P22087	0.00000
GP160	P22090	0.00000
GP160	P22102	0.00000
GP160	P22105	0.00000
GP160	P22234	0.00000
GP160	P22314	0.00000
GP160	P22626	0.00000
GP160	P22695	0.00000
GP160	P23219	0.00000
GP160	P23246	0.00000
GP160	P23258	0.00000
GP160	P23526	0.00000
GP160	P23527	0.00000
GP160	P24539	0.00000
GP160	P24592	0.00000
GP160	P24666	0.00000
GP160	P25391	0.00000
GP160	P25490	0.00000
GP160	P25685	0.00000
GP160	P26196	0.00000
GP160	P26232	0.00000
GP160	P26358	0.00000
GP160	P26368	0.00000
GP160	P26599	0.00000
GP160	P26639	0.00000
GP160	P26640	0.00000
GP160	P26927	0.00000
GP160	P27448	0.00000
GP160	P27635	0.00000
GP160	P27987	0.00000
GP160	P28001	0.00000
GP160	P28288	0.00000
GP160	P28331	0.00000
GP160	P28340	0.00000
GP160	P28482	0.00000
GP160	P28799	0.00000
GP160	P29372	0.00000
GP160	P29374	0.00000
GP160	P29590	0.00000
GP160	P30041	0.00000
GP160	P30044	0.00000
GP160	P30101	0.00000
GP160	P30153	0.00000
GP160	P30260	0.00000
GP160	P30419	0.00000
GP160	P30837	0.00000
GP160	P30876	0.00000
GP160	P31040	0.00000
GP160	P31151	0.00000
GP160	P31277	0.00000
GP160	P31350	0.00000
GP160	P31513	0.00000
GP160	P31689	0.00000
GP160	P31930	0.00000
GP160	P31942	0.00000
GP160	P31944	0.00000
GP160	P31946	0.00000
GP160	P31947	0.00000
GP160	P32119	0.00000
GP160	P32121	0.00000
GP160	P32189	0.00000
GP160	P32969	0.00000
GP160	P33121	0.00000
GP160	P33778	0.00000
GP160	P33991	0.00000
GP160	P33992	0.00000
GP160	P33993	0.00000
GP160	P34932	0.00000
GP160	P35249	0.00000
GP160	P35250	0.00000
GP160	P35251	0.00000
GP160	P35268	0.00000
GP160	P35269	0.00000
GP160	P35520	0.00000
GP160	P35556	0.00000
GP160	P35579	0.00000
GP160	P35580	0.00000
GP160	P35606	0.00000
GP160	P35613	0.00000
GP160	P35749	0.00000
GP160	P35900	0.00000
GP160	P36873	0.00000
GP160	P37108	0.00000
GP160	P38159	0.00000
GP160	P38398	0.00000
GP160	P38606	0.00000
GP160	P38935	0.00000
GP160	P39019	0.00000
GP160	P40227	0.00000
GP160	P40424	0.00000
GP160	P40616	0.00000
GP160	P40855	0.00000
GP160	P40937	0.00000
GP160	P40938	0.00000
GP160	P41091	0.00000
GP160	P41250	0.00000
GP160	P41252	0.00000
GP160	P41743	0.00000
GP160	P42167	0.00000
GP160	P42285	0.00000
GP160	P42345	0.00000
GP160	P42356	0.00000
GP160	P42695	0.00000
GP160	P42696	0.00000
GP160	P42704	0.00000
GP160	P42771	0.00000
GP160	P43243	0.00000
GP160	P43246	0.00000
GP160	P43307	0.00000
GP160	P43487	0.00000
GP160	P46013	0.00000
GP160	P46063	0.00000
GP160	P46087	0.00000
GP160	P46379	0.00000
GP160	P46459	0.00000
GP160	P46777	0.00000
GP160	P46783	0.00000
GP160	P46821	0.00000
GP160	P46977	0.00000
GP160	P47897	0.00000
GP160	P48047	0.00000
GP160	P48444	0.00000
GP160	P48634	0.00000
GP160	P48643	0.00000
GP160	P48729	0.00000
GP160	P48736	0.00000
GP160	P49137	0.00000
GP160	P49207	0.00000
GP160	P49327	0.00000
GP160	P49368	0.00000
GP160	P49406	0.00000
GP160	P49454	0.00000
GP160	P49458	0.00000
GP160	P49590	0.00000
GP160	P49591	0.00000
GP160	P49593	0.00000
GP160	P49619	0.00000
GP160	P49711	0.00000
GP160	P49790	0.00000
GP160	P49792	0.00000
GP160	P49815	0.00000
GP160	P49916	0.00000
GP160	P50440	0.00000
GP160	P50454	0.00000
GP160	P50542	0.00000
GP160	P50748	0.00000
GP160	P50750	0.00000
GP160	P50990	0.00000
GP160	P50991	0.00000
GP160	P51114	0.00000
GP160	P51116	0.00000
GP160	P51153	0.00000
GP160	P51398	0.00000
GP160	P51531	0.00000
GP160	P51532	0.00000
GP160	P51570	0.00000
GP160	P51589	0.00000
GP160	P51610	0.00000
GP160	P51617	0.00000
GP160	P51648	0.00000
GP160	P51784	0.00000
GP160	P51798	0.00000
GP160	P51991	0.00000
GP160	P52272	0.00000
GP160	P52292	0.00000
GP160	P52429	0.00000
GP160	P52434	0.00000
GP160	P52597	0.00000
GP160	P52735	0.00000
GP160	P52742	0.00000
GP160	P52815	0.00000
GP160	P52948	0.00000
GP160	P53007	0.00000
GP160	P53618	0.00000
GP160	P53621	0.00000
GP160	P53680	0.00000
GP160	P53803	0.00000
GP160	P53985	0.00000
GP160	P54132	0.00000
GP160	P54136	0.00000
GP160	P54709	0.00000
GP160	P54727	0.00000
GP160	P54886	0.00000
GP160	P55011	0.00000
GP160	P55036	0.00000
GP160	P55042	0.00000
GP160	P55060	0.00000
GP160	P55265	0.00000
GP160	P55268	0.00000
GP160	P55735	0.00000
GP160	P55769	0.00000
GP160	P55795	0.00000
GP160	P55884	0.00000
GP160	P56134	0.00000
GP160	P56182	0.00000
GP160	P56192	0.00000
GP160	P56270	0.00000
GP160	P56282	0.00000
GP160	P56385	0.00000
GP160	P56537	0.00000
GP160	P57053	0.00000
GP160	P57075	0.00000
GP160	P57678	0.00000
GP160	P57721	0.00000
GP160	P57740	0.00000
GP160	P58004	0.00000
GP160	P58107	0.00000
GP160	P58400	0.00000
GP160	P58557	0.00000
GP160	P58876	0.00000
GP160	P60228	0.00000
GP160	P60604	0.00000
GP160	P60660	0.00000
GP160	P60842	0.00000
GP160	P60891	0.00000
GP160	P60981	0.00000
GP160	P61006	0.00000
GP160	P61026	0.00000
GP160	P61158	0.00000
GP160	P61165	0.00000
GP160	P61204	0.00000
GP160	P61254	0.00000
GP160	P61289	0.00000
GP160	P61421	0.00000
GP160	P61619	0.00000
GP160	P61626	0.00000
GP160	P61758	0.00000
GP160	P61927	0.00000
GP160	P61964	0.00000
GP160	P61978	0.00000
GP160	P61981	0.00000
GP160	P62070	0.00000
GP160	P62081	0.00000
GP160	P62140	0.00000
GP160	P62244	0.00000
GP160	P62258	0.00000
GP160	P62273	0.00000
GP160	P62304	0.00000
GP160	P62306	0.00000
GP160	P62308	0.00000
GP160	P62310	0.00000
GP160	P62316	0.00000
GP160	P62318	0.00000
GP160	P62633	0.00000
GP160	P62714	0.00000
GP160	P62736	0.00000
GP160	P62807	0.00000
GP160	P62829	0.00000
GP160	P62841	0.00000
GP160	P62854	0.00000
GP160	P62861	0.00000
GP160	P62873	0.00000
GP160	P62875	0.00000
GP160	P62879	0.00000
GP160	P62891	0.00000
GP160	P62979	0.00000
GP160	P62987	0.00000
GP160	P62993	0.00000
GP160	P62995	0.00000
GP160	P63010	0.00000
GP160	P63104	0.00000
GP160	P63151	0.00000
GP160	P63167	0.00000
GP160	P63172	0.00000
GP160	P63220	0.00000
GP160	P63241	0.00000
GP160	P63261	0.00000
GP160	P63267	0.00000
GP160	P67870	0.00000
GP160	P68032	0.00000
GP160	P68133	0.00000
GP160	P68366	0.00000
GP160	P68400	0.00000
GP160	P78316	0.00000
GP160	P78332	0.00000
GP160	P78345	0.00000
GP160	P78346	0.00000
GP160	P78347	0.00000
GP160	P78357	0.00000
GP160	P78362	0.00000
GP160	P78371	0.00000
GP160	P78385	0.00000
GP160	P78386	0.00000
GP160	P78527	0.00000
GP160	P78562	0.00000
GP160	P80303	0.00000
GP160	P80421	0.00000
GP160	P81605	0.00000
GP160	P82650	0.00000
GP160	P82663	0.00000
GP160	P82664	0.00000
GP160	P82673	0.00000
GP160	P82675	0.00000
GP160	P82912	0.00000
GP160	P82914	0.00000
GP160	P82921	0.00000
GP160	P82930	0.00000
GP160	P82932	0.00000
GP160	P82933	0.00000
GP160	P83110	0.00000
GP160	P83111	0.00000
GP160	P83436	0.00000
GP160	P83881	0.00000
GP160	P84077	0.00000
GP160	P84103	0.00000
GP160	P98179	0.00000
GP160	Q00059	0.00000
GP160	Q00577	0.00000
GP160	Q00765	0.00000
GP160	Q01064	0.00000
GP160	Q01081	0.00000
GP160	Q01082	0.00000
GP160	Q01130	0.00000
GP160	Q01546	0.00000
GP160	Q01780	0.00000
GP160	Q01813	0.00000
GP160	Q02241	0.00000
GP160	Q02413	0.00000
GP160	Q02790	0.00000
GP160	Q02809	0.00000
GP160	Q03111	0.00000
GP160	Q03164	0.00000
GP160	Q03468	0.00000
GP160	Q03518	0.00000
GP160	Q03701	0.00000
GP160	Q03923	0.00000
GP160	Q03924	0.00000
GP160	Q04637	0.00000
GP160	Q04837	0.00000
GP160	Q04917	0.00000
GP160	Q06190	0.00000
GP160	Q06210	0.00000
GP160	Q06265	0.00000
GP160	Q06330	0.00000
GP160	Q06787	0.00000
GP160	Q06830	0.00000
GP160	Q06945	0.00000
GP160	Q07666	0.00000
GP160	Q07820	0.00000
GP160	Q07864	0.00000
GP160	Q07954	0.00000
GP160	Q07955	0.00000
GP160	Q08170	0.00000
GP160	Q08379	0.00000
GP160	Q08380	0.00000
GP160	Q08AM6	0.00000
GP160	Q08J23	0.00000
GP160	Q09028	0.00000
GP160	Q09161	0.00000
GP160	Q10570	0.00000
GP160	Q12756	0.00000
GP160	Q12766	0.00000
GP160	Q12769	0.00000
GP160	Q12789	0.00000
GP160	Q12797	0.00000
GP160	Q12849	0.00000
GP160	Q12873	0.00000
GP160	Q12874	0.00000
GP160	Q12894	0.00000
GP160	Q12899	0.00000
GP160	Q12904	0.00000
GP160	Q12906	0.00000
GP160	Q12907	0.00000
GP160	Q12931	0.00000
GP160	Q12948	0.00000
GP160	Q13042	0.00000
GP160	Q13084	0.00000
GP160	Q13112	0.00000
GP160	Q13123	0.00000
GP160	Q13137	0.00000
GP160	Q13148	0.00000
GP160	Q13151	0.00000
GP160	Q13155	0.00000
GP160	Q13162	0.00000
GP160	Q13185	0.00000
GP160	Q13206	0.00000
GP160	Q13233	0.00000
GP160	Q13242	0.00000
GP160	Q13243	0.00000
GP160	Q13247	0.00000
GP160	Q13257	0.00000
GP160	Q13263	0.00000
GP160	Q13283	0.00000
GP160	Q13310	0.00000
GP160	Q13315	0.00000
GP160	Q13325	0.00000
GP160	Q13347	0.00000
GP160	Q13356	0.00000
GP160	Q13395	0.00000
GP160	Q13402	0.00000
GP160	Q13405	0.00000
GP160	Q13409	0.00000
GP160	Q13415	0.00000
GP160	Q13435	0.00000
GP160	Q13459	0.00000
GP160	Q13501	0.00000
GP160	Q13523	0.00000
GP160	Q13591	0.00000
GP160	Q13595	0.00000
GP160	Q13601	0.00000
GP160	Q13610	0.00000
GP160	Q13616	0.00000
GP160	Q13617	0.00000
GP160	Q13702	0.00000
GP160	Q13724	0.00000
GP160	Q13748	0.00000
GP160	Q13765	0.00000
GP160	Q13823	0.00000
GP160	Q13868	0.00000
GP160	Q13895	0.00000
GP160	Q13951	0.00000
GP160	Q14004	0.00000
GP160	Q14008	0.00000
GP160	Q14011	0.00000
GP160	Q14103	0.00000
GP160	Q14137	0.00000
GP160	Q14139	0.00000
GP160	Q14146	0.00000
GP160	Q14152	0.00000
GP160	Q14157	0.00000
GP160	Q14197	0.00000
GP160	Q14204	0.00000
GP160	Q14241	0.00000
GP160	Q14244	0.00000
GP160	Q14254	0.00000
GP160	Q14258	0.00000
GP160	Q14318	0.00000
GP160	Q14331	0.00000
GP160	Q14432	0.00000
GP160	Q14444	0.00000
GP160	Q14493	0.00000
GP160	Q14494	0.00000
GP160	Q14498	0.00000
GP160	Q14525	0.00000
GP160	Q14527	0.00000
GP160	Q14532	0.00000
GP160	Q14533	0.00000
GP160	Q14562	0.00000
GP160	Q14566	0.00000
GP160	Q14571	0.00000
GP160	Q14657	0.00000
GP160	Q14669	0.00000
GP160	Q14671	0.00000
GP160	Q14683	0.00000
GP160	Q14684	0.00000
GP160	Q14687	0.00000
GP160	Q14690	0.00000
GP160	Q14692	0.00000
GP160	Q14694	0.00000
GP160	Q14739	0.00000
GP160	Q14839	0.00000
GP160	Q14966	0.00000
GP160	Q14978	0.00000
GP160	Q14980	0.00000
GP160	Q14CN4	0.00000
GP160	Q15008	0.00000
GP160	Q15020	0.00000
GP160	Q15024	0.00000
GP160	Q15029	0.00000
GP160	Q15041	0.00000
GP160	Q15046	0.00000
GP160	Q15050	0.00000
GP160	Q15051	0.00000
GP160	Q15058	0.00000
GP160	Q15084	0.00000
GP160	Q15125	0.00000
GP160	Q15170	0.00000
GP160	Q15181	0.00000
GP160	Q15233	0.00000
GP160	Q15269	0.00000
GP160	Q15274	0.00000
GP160	Q15287	0.00000
GP160	Q15291	0.00000
GP160	Q15345	0.00000
GP160	Q15363	0.00000
GP160	Q15365	0.00000
GP160	Q15366	0.00000
GP160	Q15369	0.00000
GP160	Q15370	0.00000
GP160	Q15386	0.00000
GP160	Q15388	0.00000
GP160	Q15392	0.00000
GP160	Q15393	0.00000
GP160	Q15427	0.00000
GP160	Q15459	0.00000
GP160	Q15477	0.00000
GP160	Q15517	0.00000
GP160	Q155Q3	0.00000
GP160	Q15645	0.00000
GP160	Q15717	0.00000
GP160	Q15758	0.00000
GP160	Q15776	0.00000
GP160	Q15843	0.00000
GP160	Q16186	0.00000
GP160	Q16531	0.00000
GP160	Q16537	0.00000
GP160	Q16539	0.00000
GP160	Q16540	0.00000
GP160	Q16576	0.00000
GP160	Q16629	0.00000
GP160	Q16637	0.00000
GP160	Q16643	0.00000
GP160	Q16666	0.00000
GP160	Q16763	0.00000
GP160	Q16769	0.00000
GP160	Q16775	0.00000
GP160	Q16777	0.00000
GP160	Q16778	0.00000
GP160	Q16795	0.00000
GP160	Q16831	0.00000
GP160	Q16875	0.00000
GP160	Q16891	0.00000
GP160	Q1KMD3	0.00000
GP160	Q29RF7	0.00000
GP160	Q2M2I5	0.00000
GP160	Q2NL82	0.00000
GP160	Q2PZI1	0.00000
GP160	Q2T9J0	0.00000
GP160	Q2TAK8	0.00000
GP160	Q2TAY7	0.00000
GP160	Q2TB90	0.00000
GP160	Q2WEN9	0.00000
GP160	Q32P44	0.00000
GP160	Q3KQU3	0.00000
GP160	Q3LI77	0.00000
GP160	Q3SXM5	0.00000
GP160	Q3SY84	0.00000
GP160	Q3T8J9	0.00000
GP160	Q3ZCQ8	0.00000
GP160	Q496Y0	0.00000
GP160	Q49A26	0.00000
GP160	Q4G0J3	0.00000
GP160	Q4G163	0.00000
GP160	Q4U2R6	0.00000
GP160	Q52LG2	0.00000
GP160	Q53GQ0	0.00000
GP160	Q53H12	0.00000
GP160	Q53S58	0.00000
GP160	Q56VL3	0.00000
GP160	Q5BJD5	0.00000
GP160	Q5C9Z4	0.00000
GP160	Q5DID0	0.00000
GP160	Q5GH72	0.00000
GP160	Q5H9F3	0.00000
GP160	Q5H9R7	0.00000
GP160	Q5JQF8	0.00000
GP160	Q5JRX3	0.00000
GP160	Q5JTH9	0.00000
GP160	Q5JTZ9	0.00000
GP160	Q5QNW6	0.00000
GP160	Q5RKV6	0.00000
GP160	Q5SRE5	0.00000
GP160	Q5SW79	0.00000
GP160	Q5SWX8	0.00000
GP160	Q5SY16	0.00000
GP160	Q5T160	0.00000
GP160	Q5T1J5	0.00000
GP160	Q5T280	0.00000
GP160	Q5T2N8	0.00000
GP160	Q5T3I0	0.00000
GP160	Q5T447	0.00000
GP160	Q5T4S7	0.00000
GP160	Q5T653	0.00000
GP160	Q5T749	0.00000
GP160	Q5T8D3	0.00000
GP160	Q5T9A4	0.00000
GP160	Q5TAQ9	0.00000
GP160	Q5TCY1	0.00000
GP160	Q5TH69	0.00000
GP160	Q5VSL9	0.00000
GP160	Q5VTB9	0.00000
GP160	Q5VWQ8	0.00000
GP160	Q5VWZ2	0.00000
GP160	Q5VYK3	0.00000
GP160	Q5VYS8	0.00000
GP160	Q5VZ46	0.00000
GP160	Q5W0Q7	0.00000
GP160	Q5XKE5	0.00000
GP160	Q5XKP0	0.00000
GP160	Q63HN8	0.00000
GP160	Q658P3	0.00000
GP160	Q66K14	0.00000
GP160	Q66PJ3	0.00000
GP160	Q68CP9	0.00000
GP160	Q68CQ4	0.00000
GP160	Q68D10	0.00000
GP160	Q69YN4	0.00000
GP160	Q6DD87	0.00000
GP160	Q6DKI1	0.00000
GP160	Q6DN03	0.00000
GP160	Q6DRA6	0.00000
GP160	Q6FI13	0.00000
GP160	Q6IAN0	0.00000
GP160	Q6L8H4	0.00000
GP160	Q6NSZ9	0.00000
GP160	Q6NZI2	0.00000
GP160	Q6P158	0.00000
GP160	Q6P161	0.00000
GP160	Q6P1L8	0.00000
GP160	Q6P1M0	0.00000
GP160	Q6P1M3	0.00000
GP160	Q6P1N0	0.00000
GP160	Q6P1X5	0.00000
GP160	Q6P2Q9	0.00000
GP160	Q6P3X3	0.00000
GP160	Q6P6B1	0.00000
GP160	Q6P6C2	0.00000
GP160	Q6P9B6	0.00000
GP160	Q6PCB5	0.00000
GP160	Q6PEY2	0.00000
GP160	Q6PGP7	0.00000
GP160	Q6PK04	0.00000
GP160	Q6PKG0	0.00000
GP160	Q6R2W3	0.00000
GP160	Q6UN15	0.00000
GP160	Q6UVJ0	0.00000
GP160	Q6UW78	0.00000
GP160	Q6VAB6	0.00000
GP160	Q6Y7W6	0.00000
GP160	Q6ZMG9	0.00000
GP160	Q6ZMN7	0.00000
GP160	Q6ZN17	0.00000
GP160	Q6ZPD9	0.00000
GP160	Q6ZRP7	0.00000
GP160	Q6ZVD7	0.00000
GP160	Q70CQ2	0.00000
GP160	Q70YC4	0.00000
GP160	Q71RC2	0.00000
GP160	Q71U36	0.00000
GP160	Q71UM5	0.00000
GP160	Q75N90	0.00000
GP160	Q7KZN9	0.00000
GP160	Q7L014	0.00000
GP160	Q7L0Y3	0.00000
GP160	Q7L1T6	0.00000
GP160	Q7L2E3	0.00000
GP160	Q7L2H7	0.00000
GP160	Q7L2J0	0.00000
GP160	Q7L3S4	0.00000
GP160	Q7L3T8	0.00000
GP160	Q7L576	0.00000
GP160	Q7L5D6	0.00000
GP160	Q7L7L0	0.00000
GP160	Q7L8L6	0.00000
GP160	Q7RTM1	0.00000
