Bait	Prey	MiST score
NEF	P61927	0.00000
NEF	P61962	0.00000
NEF	P61964	0.00000
NEF	P61981	0.00000
NEF	P62081	0.00000
NEF	P62140	0.00000
NEF	P62191	0.00000
NEF	P62195	0.00000
NEF	P62258	0.00000
NEF	P62277	0.00000
NEF	P62304	0.00000
NEF	P62308	0.00000
NEF	P62310	0.00000
NEF	P62316	0.00000
NEF	P62633	0.00000
NEF	P62805	0.00000
NEF	P62807	0.00000
NEF	P62820	0.00000
NEF	P62841	0.00000
NEF	P62861	0.00000
NEF	P62873	0.00000
NEF	P62875	0.00000
NEF	P62879	0.00000
NEF	P62891	0.00000
NEF	P62910	0.00000
NEF	P62979	0.00000
NEF	P62987	0.00000
NEF	P62993	0.00000
NEF	P62995	0.00000
NEF	P63010	0.00000
NEF	P63151	0.00000
NEF	P63167	0.00000
NEF	P63172	0.00000
NEF	P63220	0.00000
NEF	P63241	0.00000
NEF	P67870	0.00000
NEF	P68400	0.00000
NEF	P68431	0.00000
NEF	P78316	0.00000
NEF	P78332	0.00000
NEF	P78345	0.00000
NEF	P78347	0.00000
NEF	P78357	0.00000
NEF	P78362	0.00000
NEF	P78385	0.00000
NEF	P78386	0.00000
NEF	P78562	0.00000
NEF	P80303	0.00000
NEF	P80421	0.00000
NEF	P82650	0.00000
NEF	P82663	0.00000
NEF	P82664	0.00000
NEF	P82673	0.00000
NEF	P82675	0.00000
NEF	P82912	0.00000
NEF	P82914	0.00000
NEF	P82921	0.00000
NEF	P82930	0.00000
NEF	P82932	0.00000
NEF	P82933	0.00000
NEF	P83110	0.00000
NEF	P83111	0.00000
NEF	P83436	0.00000
NEF	P83881	0.00000
NEF	P84077	0.00000
NEF	P84090	0.00000
NEF	P84103	0.00000
NEF	P98175	0.00000
NEF	P98179	0.00000
NEF	Q00059	0.00000
NEF	Q00577	0.00000
NEF	Q00765	0.00000
NEF	Q01064	0.00000
NEF	Q01081	0.00000
NEF	Q01082	0.00000
NEF	Q01130	0.00000
NEF	Q01546	0.00000
NEF	Q01780	0.00000
NEF	Q01804	0.00000
NEF	Q02241	0.00000
NEF	Q02487	0.00000
NEF	Q02790	0.00000
NEF	Q02809	0.00000
NEF	Q03013	0.00000
NEF	Q03111	0.00000
NEF	Q03135	0.00000
NEF	Q03164	0.00000
NEF	Q03468	0.00000
NEF	Q03518	0.00000
NEF	Q03701	0.00000
NEF	Q03923	0.00000
NEF	Q03924	0.00000
NEF	Q04637	0.00000
NEF	Q04837	0.00000
NEF	Q04917	0.00000
NEF	Q06190	0.00000
NEF	Q06265	0.00000
NEF	Q06330	0.00000
NEF	Q06787	0.00000
NEF	Q06945	0.00000
NEF	Q07000	0.00000
NEF	Q07666	0.00000
NEF	Q07820	0.00000
NEF	Q07864	0.00000
NEF	Q07954	0.00000
NEF	Q07955	0.00000
NEF	Q08170	0.00000
NEF	Q08211	0.00000
NEF	Q08379	0.00000
NEF	Q08380	0.00000
NEF	Q08AM6	0.00000
NEF	Q09028	0.00000
NEF	Q09161	0.00000
NEF	Q10570	0.00000
NEF	Q12756	0.00000
NEF	Q12766	0.00000
NEF	Q12789	0.00000
NEF	Q12797	0.00000
NEF	Q12849	0.00000
NEF	Q12873	0.00000
NEF	Q12874	0.00000
NEF	Q12894	0.00000
NEF	Q12899	0.00000
NEF	Q12904	0.00000
NEF	Q12906	0.00000
NEF	Q12907	0.00000
NEF	Q12948	0.00000
NEF	Q13042	0.00000
NEF	Q13045	0.00000
NEF	Q13084	0.00000
NEF	Q13112	0.00000
NEF	Q13123	0.00000
NEF	Q13155	0.00000
NEF	Q13162	0.00000
NEF	Q13185	0.00000
NEF	Q13200	0.00000
NEF	Q13206	0.00000
NEF	Q13233	0.00000
NEF	Q13242	0.00000
NEF	Q13243	0.00000
NEF	Q13247	0.00000
NEF	Q13283	0.00000
NEF	Q13310	0.00000
NEF	Q13325	0.00000
NEF	Q13347	0.00000
NEF	Q13356	0.00000
NEF	Q13395	0.00000
NEF	Q13402	0.00000
NEF	Q13405	0.00000
NEF	Q13415	0.00000
NEF	Q13435	0.00000
NEF	Q13445	0.00000
NEF	Q13459	0.00000
NEF	Q13501	0.00000
NEF	Q13523	0.00000
NEF	Q13591	0.00000
NEF	Q13595	0.00000
NEF	Q13601	0.00000
NEF	Q13610	0.00000
NEF	Q13616	0.00000
NEF	Q13617	0.00000
NEF	Q13702	0.00000
NEF	Q13724	0.00000
NEF	Q13765	0.00000
NEF	Q13823	0.00000
NEF	Q13868	0.00000
NEF	Q13895	0.00000
NEF	Q13951	0.00000
NEF	Q14004	0.00000
NEF	Q14011	0.00000
NEF	Q14103	0.00000
NEF	Q14126	0.00000
NEF	Q14137	0.00000
NEF	Q14146	0.00000
NEF	Q14152	0.00000
NEF	Q14157	0.00000
NEF	Q14197	0.00000
NEF	Q14241	0.00000
NEF	Q14244	0.00000
NEF	Q14254	0.00000
NEF	Q14258	0.00000
NEF	Q14318	0.00000
NEF	Q14331	0.00000
NEF	Q14432	0.00000
NEF	Q14444	0.00000
NEF	Q14493	0.00000
NEF	Q14494	0.00000
NEF	Q14498	0.00000
NEF	Q14525	0.00000
NEF	Q14527	0.00000
NEF	Q14532	0.00000
NEF	Q14533	0.00000
NEF	Q14562	0.00000
NEF	Q14566	0.00000
NEF	Q14571	0.00000
NEF	Q14574	0.00000
NEF	Q14669	0.00000
NEF	Q14681	0.00000
NEF	Q14684	0.00000
NEF	Q14687	0.00000
NEF	Q14690	0.00000
NEF	Q14692	0.00000
NEF	Q14694	0.00000
NEF	Q14839	0.00000
NEF	Q14966	0.00000
NEF	Q14978	0.00000
NEF	Q14980	0.00000
NEF	Q14CN4	0.00000
NEF	Q15008	0.00000
NEF	Q15020	0.00000
NEF	Q15024	0.00000
NEF	Q15029	0.00000
NEF	Q15041	0.00000
NEF	Q15050	0.00000
NEF	Q15051	0.00000
NEF	Q15058	0.00000
NEF	Q15084	0.00000
NEF	Q15125	0.00000
NEF	Q15165	0.00000
NEF	Q15170	0.00000
NEF	Q15181	0.00000
NEF	Q15208	0.00000
NEF	Q15269	0.00000
NEF	Q15274	0.00000
NEF	Q15287	0.00000
NEF	Q15291	0.00000
NEF	Q15293	0.00000
NEF	Q15323	0.00000
NEF	Q15363	0.00000
NEF	Q15369	0.00000
NEF	Q15370	0.00000
NEF	Q15393	0.00000
NEF	Q15427	0.00000
NEF	Q15459	0.00000
NEF	Q15517	0.00000
NEF	Q155Q3	0.00000
NEF	Q15717	0.00000
NEF	Q15750	0.00000
NEF	Q15776	0.00000
NEF	Q15843	0.00000
NEF	Q15904	0.00000
NEF	Q16186	0.00000
NEF	Q16537	0.00000
NEF	Q16539	0.00000
NEF	Q16540	0.00000
NEF	Q16629	0.00000
NEF	Q16637	0.00000
NEF	Q16643	0.00000
NEF	Q16666	0.00000
NEF	Q16763	0.00000
NEF	Q16775	0.00000
NEF	Q16777	0.00000
NEF	Q16778	0.00000
NEF	Q16795	0.00000
NEF	Q16831	0.00000
NEF	Q16875	0.00000
NEF	Q1KMD3	0.00000
NEF	Q29940	0.00000
NEF	Q29960	0.00000
NEF	Q29963	0.00000
NEF	Q2M2I5	0.00000
NEF	Q2NL82	0.00000
NEF	Q2PZI1	0.00000
NEF	Q2T9J0	0.00000
NEF	Q2TAK8	0.00000
NEF	Q2TAY7	0.00000
NEF	Q2TB90	0.00000
NEF	Q2WEN9	0.00000
NEF	Q31612	0.00000
NEF	Q32P44	0.00000
NEF	Q3KQU3	0.00000
NEF	Q3LI77	0.00000
NEF	Q3SY84	0.00000
NEF	Q3T8J9	0.00000
NEF	Q496Y0	0.00000
NEF	Q49A26	0.00000
NEF	Q4G0J3	0.00000
NEF	Q4U2R6	0.00000
NEF	Q52LG2	0.00000
NEF	Q56VL3	0.00000
NEF	Q5C9Z4	0.00000
NEF	Q5DID0	0.00000
NEF	Q5EBN2	0.00000
NEF	Q5GH72	0.00000
NEF	Q5H9F3	0.00000
NEF	Q5H9J7	0.00000
NEF	Q5H9R7	0.00000
NEF	Q5JQF8	0.00000
NEF	Q5JTH9	0.00000
NEF	Q5QNW6	0.00000
NEF	Q5RKV6	0.00000
NEF	Q5SNV9	0.00000
NEF	Q5SW79	0.00000
NEF	Q5SWX8	0.00000
NEF	Q5SY16	0.00000
NEF	Q5T160	0.00000
NEF	Q5T1J5	0.00000
NEF	Q5T280	0.00000
NEF	Q5T2N8	0.00000
NEF	Q5T3I0	0.00000
NEF	Q5T447	0.00000
NEF	Q5T4S7	0.00000
NEF	Q5T653	0.00000
NEF	Q5T749	0.00000
NEF	Q5T8D3	0.00000
NEF	Q5TAQ9	0.00000
NEF	Q5TCY1	0.00000
NEF	Q5TH69	0.00000
NEF	Q5VSL9	0.00000
NEF	Q5VTB9	0.00000
NEF	Q5VWZ2	0.00000
NEF	Q5VYS8	0.00000
NEF	Q5VZ46	0.00000
NEF	Q5W0Q7	0.00000
NEF	Q5XKE5	0.00000
NEF	Q5XKP0	0.00000
NEF	Q63HN8	0.00000
NEF	Q68CP9	0.00000
NEF	Q68CQ4	0.00000
NEF	Q68D10	0.00000
NEF	Q69YN4	0.00000
NEF	Q6DD87	0.00000
NEF	Q6DKI1	0.00000
NEF	Q6DN03	0.00000
NEF	Q6DRA6	0.00000
NEF	Q6FI13	0.00000
NEF	Q6IAN0	0.00000
NEF	Q6L8H4	0.00000
NEF	Q6NSZ9	0.00000
NEF	Q6NZI2	0.00000
NEF	Q6P158	0.00000
NEF	Q6P161	0.00000
NEF	Q6P1L8	0.00000
NEF	Q6P1M3	0.00000
NEF	Q6P1N0	0.00000
NEF	Q6P1X5	0.00000
NEF	Q6P3W7	0.00000
NEF	Q6P3X3	0.00000
NEF	Q6P6B1	0.00000
NEF	Q6P6C2	0.00000
NEF	Q6P9B6	0.00000
NEF	Q6PCB5	0.00000
NEF	Q6PCT2	0.00000
NEF	Q6PK04	0.00000
NEF	Q6PKG0	0.00000
NEF	Q6R2W3	0.00000
NEF	Q6UN15	0.00000
NEF	Q6UVJ0	0.00000
NEF	Q6UW78	0.00000
NEF	Q6VAB6	0.00000
NEF	Q6Y7W6	0.00000
NEF	Q6ZMG9	0.00000
NEF	Q6ZMN7	0.00000
NEF	Q6ZN17	0.00000
NEF	Q6ZPD9	0.00000
NEF	Q6ZRP7	0.00000
NEF	Q6ZVD7	0.00000
NEF	Q70CQ2	0.00000
NEF	Q70YC4	0.00000
NEF	Q71RC2	0.00000
NEF	Q71UM5	0.00000
NEF	Q75N90	0.00000
NEF	Q7KZN9	0.00000
NEF	Q7L014	0.00000
NEF	Q7L0Y3	0.00000
NEF	Q7L1T6	0.00000
NEF	Q7L2E3	0.00000
NEF	Q7L2H7	0.00000
NEF	Q7L2J0	0.00000
NEF	Q7L3S4	0.00000
NEF	Q7L3T8	0.00000
NEF	Q7L576	0.00000
NEF	Q7L5D6	0.00000
NEF	Q7L7L0	0.00000
NEF	Q7RTM1	0.00000
NEF	Q7RTS5	0.00000
NEF	Q7RTS7	0.00000
NEF	Q7RTV0	0.00000
NEF	Q7RTY8	0.00000
NEF	Q7Z2W4	0.00000
NEF	Q7Z2W9	0.00000
NEF	Q7Z3E5	0.00000
NEF	Q7Z3K6	0.00000
NEF	Q7Z3Y7	0.00000
NEF	Q7Z3Y8	0.00000
NEF	Q7Z478	0.00000
NEF	Q7Z4R8	0.00000
NEF	Q7Z591	0.00000
NEF	Q7Z6J4	0.00000
NEF	Q7Z6Z7	0.00000
NEF	Q7Z739	0.00000
NEF	Q7Z794	0.00000
NEF	Q7Z7B0	0.00000
NEF	Q7Z7F7	0.00000
NEF	Q7Z7H5	0.00000
NEF	Q7Z7H8	0.00000
NEF	Q7Z7K6	0.00000
NEF	Q86SQ7	0.00000
NEF	Q86T03	0.00000
NEF	Q86T13	0.00000
NEF	Q86T24	0.00000
NEF	Q86T82	0.00000
NEF	Q86U06	0.00000
NEF	Q86U38	0.00000
NEF	Q86U42	0.00000
NEF	Q86U86	0.00000
NEF	Q86UE4	0.00000
NEF	Q86UK0	0.00000
NEF	Q86UP2	0.00000
NEF	Q86UP3	0.00000
NEF	Q86V20	0.00000
NEF	Q86VM9	0.00000
NEF	Q86VQ1	0.00000
NEF	Q86VV8	0.00000
NEF	Q86W24	0.00000
NEF	Q86WA8	0.00000
NEF	Q86WX3	0.00000
NEF	Q86XZ4	0.00000
NEF	Q86Y39	0.00000
NEF	Q86Y46	0.00000
NEF	Q86YD1	0.00000
NEF	Q8IUC1	0.00000
NEF	Q8IUE6	0.00000
NEF	Q8IUF8	0.00000
NEF	Q8IUX4	0.00000
NEF	Q8IWS0	0.00000
NEF	Q8IWV8	0.00000
NEF	Q8IWX8	0.00000
NEF	Q8IWZ3	0.00000
NEF	Q8IX01	0.00000
NEF	Q8IX12	0.00000
NEF	Q8IX18	0.00000
NEF	Q8IXB1	0.00000
NEF	Q8IXM3	0.00000
NEF	Q8IY37	0.00000
NEF	Q8IY81	0.00000
NEF	Q8IY95	0.00000
NEF	Q8IYS2	0.00000
NEF	Q8IZ69	0.00000
NEF	Q8IZH2	0.00000
NEF	Q8IZL8	0.00000
NEF	Q8IZP6	0.00000
NEF	Q8N159	0.00000
NEF	Q8N163	0.00000
NEF	Q8N1G0	0.00000
NEF	Q8N1G4	0.00000
NEF	Q8N1N4	0.00000
NEF	Q8N257	0.00000
NEF	Q8N264	0.00000
NEF	Q8N290	0.00000
NEF	Q8N2K0	0.00000
NEF	Q8N3C0	0.00000
NEF	Q8N3X6	0.00000
NEF	Q8N442	0.00000
NEF	Q8N4N3	0.00000
NEF	Q8N4V1	0.00000
NEF	Q8N511	0.00000
NEF	Q8N5C6	0.00000
NEF	Q8N5C8	0.00000
NEF	Q8N5L8	0.00000
NEF	Q8N5M9	0.00000
NEF	Q8N5N7	0.00000
NEF	Q8N5Z5	0.00000
NEF	Q8N6G2	0.00000
NEF	Q8N726	0.00000
NEF	Q8N8E3	0.00000
NEF	Q8N983	0.00000
NEF	Q8N9T8	0.00000
NEF	Q8NAF0	0.00000
NEF	Q8NB37	0.00000
NEF	Q8NBJ5	0.00000
NEF	Q8NBM4	0.00000
NEF	Q8NBS9	0.00000
NEF	Q8NBV8	0.00000
NEF	Q8NC51	0.00000
NEF	Q8NC56	0.00000
NEF	Q8NC60	0.00000
NEF	Q8NCA5	0.00000
NEF	Q8NCE2	0.00000
NEF	Q8NCG7	0.00000
NEF	Q8NCL4	0.00000
NEF	Q8ND56	0.00000
NEF	Q8NDX1	0.00000
NEF	Q8NE63	0.00000
NEF	Q8NE65	0.00000
NEF	Q8NE71	0.00000
NEF	Q8NEJ9	0.00000
NEF	Q8NEW0	0.00000
NEF	Q8NEZ4	0.00000
NEF	Q8NFF5	0.00000
NEF	Q8NFG4	0.00000
NEF	Q8NFJ9	0.00000
NEF	Q8NFW8	0.00000
NEF	Q8NG27	0.00000
NEF	Q8NGT9	0.00000
NEF	Q8NH50	0.00000
NEF	Q8NHQ9	0.00000
NEF	Q8NHV4	0.00000
NEF	Q8NI36	0.00000
NEF	Q8TAE8	0.00000
NEF	Q8TAG9	0.00000
NEF	Q8TAP9	0.00000
NEF	Q8TB72	0.00000
NEF	Q8TBF4	0.00000
NEF	Q8TBK6	0.00000
NEF	Q8TBY0	0.00000
NEF	Q8TC26	0.00000
NEF	Q8TCC3	0.00000
NEF	Q8TCJ2	0.00000
NEF	Q8TCU4	0.00000
NEF	Q8TDD1	0.00000
NEF	Q8TDI0	0.00000
NEF	Q8TDN6	0.00000
NEF	Q8TDY2	0.00000
NEF	Q8TE96	0.00000
NEF	Q8TEB1	0.00000
NEF	Q8TED0	0.00000
NEF	Q8TF40	0.00000
NEF	Q8WTT2	0.00000
NEF	Q8WUA4	0.00000
NEF	Q8WUK0	0.00000
NEF	Q8WV92	0.00000
NEF	Q8WVE7	0.00000
NEF	Q8WVM0	0.00000
NEF	Q8WVM8	0.00000
NEF	Q8WWY3	0.00000
NEF	Q8WXX5	0.00000
NEF	Q8WY22	0.00000
NEF	Q8WYQ5	0.00000
NEF	Q8WZ42	0.00000
NEF	Q8WZA9	0.00000
NEF	Q92187	0.00000
NEF	Q92499	0.00000
NEF	Q92522	0.00000
NEF	Q92526	0.00000
NEF	Q92527	0.00000
NEF	Q92538	0.00000
NEF	Q92546	0.00000
NEF	Q92552	0.00000
NEF	Q92598	0.00000
NEF	Q92615	0.00000
NEF	Q92629	0.00000
NEF	Q92665	0.00000
NEF	Q92673	0.00000
NEF	Q92764	0.00000
NEF	Q92793	0.00000
NEF	Q92805	0.00000
NEF	Q92837	0.00000
NEF	Q92900	0.00000
NEF	Q92974	0.00000
NEF	Q92979	0.00000
NEF	Q93034	0.00000
NEF	Q93050	0.00000
NEF	Q93077	0.00000
NEF	Q93079	0.00000
NEF	Q95604	0.00000
NEF	Q969G3	0.00000
NEF	Q969N2	0.00000
NEF	Q969Q0	0.00000
NEF	Q969W8	0.00000
NEF	Q969Z0	0.00000
NEF	Q96A08	0.00000
NEF	Q96A33	0.00000
NEF	Q96A35	0.00000
NEF	Q96A83	0.00000
NEF	Q96AG4	0.00000
NEF	Q96AY3	0.00000
NEF	Q96B26	0.00000
NEF	Q96BP2	0.00000
NEF	Q96BW9	0.00000
NEF	Q96C36	0.00000
NEF	Q96CW1	0.00000
NEF	Q96D53	0.00000
NEF	Q96DG6	0.00000
NEF	Q96DH6	0.00000
NEF	Q96DV4	0.00000
NEF	Q96DZ1	0.00000
NEF	Q96EB6	0.00000
NEF	Q96EK4	0.00000
NEF	Q96EL2	0.00000
NEF	Q96EL3	0.00000
NEF	Q96EP5	0.00000
NEF	Q96EU6	0.00000
NEF	Q96EV8	0.00000
NEF	Q96EY7	0.00000
NEF	Q96F07	0.00000
NEF	Q96F63	0.00000
NEF	Q96FV2	0.00000
NEF	Q96G21	0.00000
NEF	Q96G23	0.00000
NEF	Q96GA3	0.00000
NEF	Q96GC5	0.00000
NEF	Q96GM8	0.00000
NEF	Q96GQ7	0.00000
NEF	Q96HI0	0.00000
NEF	Q96HN2	0.00000
NEF	Q96HR8	0.00000
NEF	Q96HS1	0.00000
NEF	Q96I25	0.00000
NEF	Q96I59	0.00000
NEF	Q96IX5	0.00000
NEF	Q96JJ7	0.00000
NEF	Q96JK2	0.00000
NEF	Q96JN8	0.00000
NEF	Q96JP5	0.00000
NEF	Q96KK5	0.00000
NEF	Q96KP1	0.00000
NEF	Q96KR1	0.00000
NEF	Q96L21	0.00000
NEF	Q96L73	0.00000
NEF	Q96L96	0.00000
NEF	Q96M89	0.00000
NEF	Q96ME7	0.00000
NEF	Q96MF7	0.00000
NEF	Q96MH2	0.00000
NEF	Q96MI9	0.00000
NEF	Q96ND0	0.00000
NEF	Q96NY9	0.00000
NEF	Q96P11	0.00000
NEF	Q96PK2	0.00000
NEF	Q96PK6	0.00000
NEF	Q96PU5	0.00000
NEF	Q96PU8	0.00000
NEF	Q96PV6	0.00000
NEF	Q96QR8	0.00000
NEF	Q96QV6	0.00000
NEF	Q96RG2	0.00000
NEF	Q96RT1	0.00000
NEF	Q96RV3	0.00000
NEF	Q96S59	0.00000
NEF	Q96SB4	0.00000
NEF	Q96SI9	0.00000
NEF	Q96ST3	0.00000
NEF	Q99417	0.00000
NEF	Q99456	0.00000
NEF	Q99459	0.00000
NEF	Q99460	0.00000
NEF	Q99470	0.00000
NEF	Q99523	0.00000
NEF	Q99547	0.00000
NEF	Q99575	0.00000
NEF	Q99613	0.00000
NEF	Q99615	0.00000
NEF	Q99618	0.00000
NEF	Q99712	0.00000
NEF	Q99715	0.00000
NEF	Q99729	0.00000
NEF	Q99733	0.00000
NEF	Q99755	0.00000
NEF	Q99848	0.00000
NEF	Q99873	0.00000
NEF	Q99877	0.00000
NEF	Q99878	0.00000
NEF	Q99879	0.00000
NEF	Q99880	0.00000
NEF	Q99942	0.00000
NEF	Q9BPW8	0.00000
NEF	Q9BQ39	0.00000
NEF	Q9BQ48	0.00000
NEF	Q9BQ67	0.00000
NEF	Q9BQ75	0.00000
NEF	Q9BQB6	0.00000
NEF	Q9BQC6	0.00000
NEF	Q9BRD0	0.00000
NEF	Q9BRJ2	0.00000
NEF	Q9BRJ6	0.00000
NEF	Q9BRK5	0.00000
NEF	Q9BRP8	0.00000
NEF	Q9BRS2	0.00000
NEF	Q9BRT6	0.00000
NEF	Q9BS26	0.00000
NEF	Q9BSA9	0.00000
NEF	Q9BSC4	0.00000
NEF	Q9BSR8	0.00000
NEF	Q9BTC0	0.00000
NEF	Q9BTD8	0.00000
NEF	Q9BTT6	0.00000
NEF	Q9BTY7	0.00000
NEF	Q9BU89	0.00000
NEF	Q9BUJ2	0.00000
NEF	Q9BUL9	0.00000
NEF	Q9BUN8	0.00000
NEF	Q9BUQ8	0.00000
NEF	Q9BV44	0.00000
NEF	Q9BVI4	0.00000
NEF	Q9BVJ6	0.00000
NEF	Q9BVK6	0.00000
NEF	Q9BVP2	0.00000
NEF	Q9BVT8	0.00000
NEF	Q9BW61	0.00000
NEF	Q9BWE0	0.00000
NEF	Q9BWF3	0.00000
NEF	Q9BWJ5	0.00000
NEF	Q9BX40	0.00000
NEF	Q9BXC9	0.00000
NEF	Q9BXF6	0.00000
NEF	Q9BXI6	0.00000
NEF	Q9BXL7	0.00000
NEF	Q9BXP5	0.00000
NEF	Q9BXR0	0.00000
NEF	Q9BXS6	0.00000
NEF	Q9BY12	0.00000
NEF	Q9BY89	0.00000
NEF	Q9BYC5	0.00000
NEF	Q9BYC8	0.00000
NEF	Q9BYC9	0.00000
NEF	Q9BYD1	0.00000
NEF	Q9BYD2	0.00000
NEF	Q9BYD3	0.00000
NEF	Q9BYD6	0.00000
NEF	Q9BYG3	0.00000
NEF	Q9BYJ9	0.00000
NEF	Q9BYK8	0.00000
NEF	Q9BYN8	0.00000
NEF	Q9BYR6	0.00000
NEF	Q9BYR7	0.00000
NEF	Q9BYR8	0.00000
NEF	Q9BZE1	0.00000
NEF	Q9BZE4	0.00000
NEF	Q9BZF3	0.00000
NEF	Q9BZI7	0.00000
NEF	Q9BZJ0	0.00000
NEF	Q9BZK3	0.00000
NEF	Q9C0C7	0.00000
NEF	Q9C0C9	0.00000
NEF	Q9C0E2	0.00000
NEF	Q9GZL7	0.00000
NEF	Q9GZR7	0.00000
NEF	Q9GZS1	0.00000
NEF	Q9GZS3	0.00000
NEF	Q9GZX7	0.00000
NEF	Q9H061	0.00000
NEF	Q9H074	0.00000
NEF	Q9H0A0	0.00000
NEF	Q9H0D6	0.00000
NEF	Q9H0H5	0.00000
NEF	Q9H0S4	0.00000
NEF	Q9H0U6	0.00000
NEF	Q9H0U9	0.00000
NEF	Q9H0W5	0.00000
NEF	Q9H0X4	0.00000
NEF	Q9H1A4	0.00000
NEF	Q9H1E5	0.00000
NEF	Q9H1H9	0.00000
NEF	Q9H1K4	0.00000
NEF	Q9H2H8	0.00000
NEF	Q9H2U1	0.00000
NEF	Q9H2W6	0.00000
NEF	Q9H307	0.00000
NEF	Q9H3N1	0.00000
NEF	Q9H3U1	0.00000
NEF	Q9H4A4	0.00000
NEF	Q9H4A6	0.00000
NEF	Q9H4B7	0.00000
NEF	Q9H4L5	0.00000
NEF	Q9H583	0.00000
NEF	Q9H5H4	0.00000
NEF	Q9H665	0.00000
NEF	Q9H6F5	0.00000
NEF	Q9H6R4	0.00000
NEF	Q9H6S0	0.00000
NEF	Q9H6W3	0.00000
NEF	Q9H761	0.00000
NEF	Q9H7B2	0.00000
NEF	Q9H7E2	0.00000
NEF	Q9H7E9	0.00000
NEF	Q9H814	0.00000
NEF	Q9H840	0.00000
NEF	Q9H8H2	0.00000
NEF	Q9H8K7	0.00000
NEF	Q9H8V3	0.00000
NEF	Q9H936	0.00000
NEF	Q9H974	0.00000
NEF	Q9H9J2	0.00000
NEF	Q9H9L3	0.00000
NEF	Q9HAT1	0.00000
NEF	Q9HAU4	0.00000
NEF	Q9HAU5	0.00000
NEF	Q9HAV0	0.00000
NEF	Q9HBE1	0.00000
NEF	Q9HBG6	0.00000
NEF	Q9HBH1	0.00000
NEF	Q9HC29	0.00000
NEF	Q9HC36	0.00000
NEF	Q9HC52	0.00000
NEF	Q9HCE1	0.00000
NEF	Q9HCN8	0.00000
NEF	Q9HCU5	0.00000
NEF	Q9HD15	0.00000
NEF	Q9HD23	0.00000
NEF	Q9HD33	0.00000
NEF	Q9HD40	0.00000
NEF	Q9NP50	0.00000
NEF	Q9NP81	0.00000
NEF	Q9NP92	0.00000
NEF	Q9NPC6	0.00000
NEF	Q9NPD3	0.00000
NEF	Q9NPE3	0.00000
NEF	Q9NQ29	0.00000
NEF	Q9NQ50	0.00000
NEF	Q9NQ55	0.00000
NEF	Q9NQA5	0.00000
NEF	Q9NQC3	0.00000
NEF	Q9NQH7	0.00000
NEF	Q9NQI0	0.00000
NEF	Q9NQT4	0.00000
NEF	Q9NQT5	0.00000
NEF	Q9NQV6	0.00000
NEF	Q9NQZ2	0.00000
NEF	Q9NQZ5	0.00000
NEF	Q9NR09	0.00000
NEF	Q9NR30	0.00000
NEF	Q9NR33	0.00000
NEF	Q9NR56	0.00000
NEF	Q9NRD1	0.00000
NEF	Q9NRF9	0.00000
NEF	Q9NRK6	0.00000
NEF	Q9NRL2	0.00000
NEF	Q9NRN7	0.00000
NEF	Q9NRX1	0.00000
NEF	Q9NSB2	0.00000
NEF	Q9NSB4	0.00000
NEF	Q9NSI2	0.00000
NEF	Q9NTK5	0.00000
NEF	Q9NUD5	0.00000
NEF	Q9NUG4	0.00000
NEF	Q9NUL7	0.00000
NEF	Q9NUN5	0.00000
NEF	Q9NUQ7	0.00000
NEF	Q9NV31	0.00000
NEF	Q9NV96	0.00000
NEF	Q9NVP1	0.00000
NEF	Q9NVR0	0.00000
NEF	Q9NVS2	0.00000
NEF	Q9NVV0	0.00000
NEF	Q9NVV4	0.00000
NEF	Q9NW08	0.00000
NEF	Q9NW13	0.00000
NEF	Q9NWT1	0.00000
NEF	Q9NWT8	0.00000
NEF	Q9NWU5	0.00000
NEF	Q9NX00	0.00000
NEF	Q9NX20	0.00000
NEF	Q9NX24	0.00000
NEF	Q9NX58	0.00000
NEF	Q9NX65	0.00000
NEF	Q9NXF1	0.00000
NEF	Q9NXF7	0.00000
NEF	Q9NXG2	0.00000
NEF	Q9NXV2	0.00000
NEF	Q9NY12	0.00000
NEF	Q9NY93	0.00000
NEF	Q9NYC9	0.00000
NEF	Q9NYF8	0.00000
NEF	Q9NYJ8	0.00000
NEF	Q9NYK5	0.00000
NEF	Q9NYP7	0.00000
NEF	Q9NYU2	0.00000
NEF	Q9NYV4	0.00000
NEF	Q9NZ52	0.00000
NEF	Q9NZB2	0.00000
NEF	Q9NZE8	0.00000
NEF	Q9NZI8	0.00000
NEF	Q9NZJ4	0.00000
NEF	Q9NZL4	0.00000
NEF	Q9NZM5	0.00000
NEF	Q9NZN5	0.00000
NEF	Q9NZT1	0.00000
NEF	Q9P015	0.00000
NEF	Q9P031	0.00000
NEF	Q9P0L2	0.00000
NEF	Q9P0M9	0.00000
NEF	Q9P1Y5	0.00000
NEF	Q9P212	0.00000
NEF	Q9P232	0.00000
NEF	Q9P258	0.00000
NEF	Q9P2E3	0.00000
NEF	Q9P2E9	0.00000
NEF	Q9P2F8	0.00000
NEF	Q9P2K5	0.00000
NEF	Q9P2N5	0.00000
NEF	Q9P2R3	0.00000
NEF	Q9P2S2	0.00000
NEF	Q9P2W9	0.00000
NEF	Q9TNN7	0.00000
NEF	Q9UBF6	0.00000
NEF	Q9UBF8	0.00000
NEF	Q9UBQ5	0.00000
NEF	Q9UBT7	0.00000
NEF	Q9UBU9	0.00000
NEF	Q9UBV2	0.00000
NEF	Q9UDW1	0.00000
NEF	Q9UDY2	0.00000
NEF	Q9UG56	0.00000
